Mes,Subestacao,Consumo(kWh)
Setembro,Progresso,1500
Setembro,Horizonte,741
Outubro,Horizonte,1880
Outubro,Litoral,1918
Junho,Horizonte,708
Abril,Planalto,233
Abril,Horizonte,523
Junho,Aurora,1749
Maio,Horizonte,1253
Junho,Litoral,1373
Julho,Horizonte,1887
Julho,Litoral,146
Setembro,Planalto,1753
Agosto,Progresso,385
Junho,Planalto,1254
Dezembro,Aurora,1514
Junho,Planalto,452
Maio,Planalto,1535
Janeiro,Aurora,1885
Setembro,Aurora,285
Setembro,Progresso,655
Setembro,Progresso,272
Novembro,Horizonte,965
Agosto,Litoral,1885
Outubro,Aurora,672
Marco,Planalto,1336
Janeiro,Planalto,1883
Novembro,Progresso,111
Dezembro,Litoral,1302
Dezembro,Aurora,288
Agosto,Progresso,1843
Julho,Litoral,1799
Maio,Aurora,1662
Outubro,Planalto,607
Julho,Planalto,805
Outubro,Progresso,1623
Abril,Litoral,656
Setembro,Planalto,434
Novembro,Litoral,992
Outubro,Progresso,412
Fevereiro,Horizonte,1214
Setembro,Litoral,621
Setembro,Litoral,1026
Maio,Progresso,1009
Novembro,Horizonte,1525
Janeiro,Planalto,1128
Julho,Aurora,1180
Outubro,Progresso,336
Outubro,Aurora,1426
Abril,Horizonte,1983
Setembro,Horizonte,1286
Junho,Litoral,1671
Marco,Aurora,950
Junho,Aurora,936
Outubro,Horizonte,743
Junho,Aurora,230
Maio,Planalto,1238
Fevereiro,Horizonte,1169
Outubro,Litoral,1514
Outubro,Litoral,1076
Fevereiro,Litoral,1562
Julho,Aurora,1278
Fevereiro,Horizonte,444
Dezembro,Litoral,1827
Junho,Horizonte,347
Maio,Aurora,744
Abril,Planalto,1239
Julho,Planalto,1737
Agosto,Planalto,1978
Abril,Aurora,958
Janeiro,Litoral,1415
Janeiro,Aurora,1475
Janeiro,Horizonte,1851
Novembro,Planalto,189
Janeiro,Horizonte,1317
Maio,Aurora,1376
Abril,Progresso,799
Setembro,Progresso,1284
Marco,Aurora,1412
Julho,Litoral,1702
Novembro,Horizonte,59
Agosto,Aurora,946
Junho,Aurora,1002
Dezembro,Progresso,1573
Outubro,Planalto,120
Janeiro,Planalto,1192
Agosto,Litoral,1704
Outubro,Litoral,956
Marco,Litoral,1510
Agosto,Progresso,176
Dezembro,Aurora,309
Abril,Litoral,277
Agosto,Progresso,494
Novembro,Horizonte,1671
Janeiro,Aurora,827
Marco,Horizonte,1288
Junho,Planalto,1462
Setembro,Planalto,289
Fevereiro,Aurora,429
Novembro,Litoral,381
Janeiro,Aurora,1834
Outubro,Litoral,975
Marco,Planalto,1642
Abril,Aurora,466
Novembro,Aurora,214
Maio,Litoral,899
Marco,Planalto,1269
Outubro,Planalto,288
Novembro,Litoral,328
Fevereiro,Litoral,119
Fevereiro,Litoral,1848
Julho,Planalto,68
Setembro,Planalto,287
Outubro,Aurora,960
Fevereiro,Planalto,1446
Julho,Horizonte,1313
Julho,Horizonte,1415
Novembro,Litoral,1489
Julho,Litoral,1408
Marco,Litoral,1388
Dezembro,Aurora,119
Julho,Horizonte,247
Janeiro,Horizonte,1066
Outubro,Planalto,1335
Janeiro,Horizonte,893
Maio,Planalto,243
Fevereiro,Aurora,1546
Setembro,Litoral,181
Julho,Litoral,424
Abril,Planalto,1143
Abril,Progresso,816
Fevereiro,Planalto,1770
Maio,Aurora,795
Abril,Horizonte,1518
Dezembro,Planalto,420
Janeiro,Aurora,1513
Dezembro,Litoral,1942
Agosto,Progresso,279
Marco,Progresso,1215
Junho,Planalto,1696
Abril,Horizonte,1156
Setembro,Planalto,804
Julho,Progresso,1592
Setembro,Progresso,1511
Outubro,Litoral,1539
Marco,Horizonte,1003
Janeiro,Horizonte,1646
Maio,Progresso,1949
Marco,Progresso,1401
Junho,Planalto,973
Agosto,Planalto,1286
Novembro,Litoral,232
Abril,Progresso,404
Maio,Planalto,1824
Maio,Litoral,1019
Abril,Horizonte,614
Abril,Progresso,1293
Abril,Aurora,1668
Abril,Progresso,1757
Abril,Planalto,1044
Maio,Progresso,77
Fevereiro,Aurora,863
Fevereiro,Progresso,1250
Setembro,Planalto,1452
Fevereiro,Horizonte,500
Junho,Planalto,536
Fevereiro,Litoral,1740
Maio,Planalto,1322
Abril,Litoral,256
Dezembro,Progresso,1317
Julho,Litoral,728
Julho,Progresso,263
Junho,Litoral,1157
Outubro,Planalto,76
Maio,Aurora,1108
Janeiro,Progresso,1575
Dezembro,Litoral,864
Marco,Aurora,869
Setembro,Litoral,118
Janeiro,Litoral,243
Maio,Litoral,346
Fevereiro,Planalto,1635
Abril,Litoral,606
Novembro,Aurora,1349
Janeiro,Litoral,1705
Marco,Horizonte,1016
Outubro,Progresso,341
Julho,Planalto,1785
Outubro,Horizonte,652
Marco,Horizonte,375
Abril,Aurora,1225
Fevereiro,Aurora,725
Marco,Planalto,1206
Setembro,Planalto,1285
Marco,Progresso,1064
Novembro,Litoral,1989
Maio,Planalto,230
Fevereiro,Planalto,817
Abril,Litoral,410
Dezembro,Progresso,473
Julho,Aurora,659
Julho,Progresso,1944
Dezembro,Litoral,173
Marco,Aurora,227
Maio,Aurora,379
Janeiro,Aurora,1012
Outubro,Progresso,1826
Outubro,Litoral,1299
Outubro,Progresso,212
Novembro,Progresso,1905
Janeiro,Horizonte,862
Maio,Planalto,542
Outubro,Progresso,1879
Setembro,Horizonte,927
Janeiro,Litoral,520
Janeiro,Horizonte,1430
Abril,Progresso,390
Abril,Litoral,204
Fevereiro,Horizonte,809
Setembro,Progresso,1266
Setembro,Litoral,634
Fevereiro,Litoral,1332
Setembro,Planalto,1900
Junho,Progresso,1303
Agosto,Planalto,149
Outubro,Litoral,275
Abril,Litoral,1103
Fevereiro,Horizonte,784
Fevereiro,Planalto,1295
Setembro,Aurora,1089
Janeiro,Progresso,1870
Dezembro,Planalto,767
Julho,Litoral,507
Novembro,Horizonte,265
Marco,Progresso,661
Marco,Progresso,585
Fevereiro,Horizonte,1848
Outubro,Litoral,482
Junho,Aurora,1008
Outubro,Horizonte,1686
Fevereiro,Aurora,607
Outubro,Planalto,289
Abril,Progresso,865
Outubro,Litoral,151
Setembro,Aurora,714
Setembro,Litoral,1116
Junho,Planalto,1640
Abril,Aurora,1491
Julho,Litoral,370
Janeiro,Litoral,1741
Dezembro,Planalto,858
Abril,Horizonte,462
Maio,Planalto,977
Agosto,Aurora,83
Dezembro,Aurora,1900
Fevereiro,Progresso,799
Dezembro,Litoral,494
Maio,Aurora,229
Junho,Horizonte,1904
Maio,Horizonte,1739
Setembro,Planalto,766
Outubro,Aurora,1341
Janeiro,Aurora,1607
Marco,Progresso,1018
Fevereiro,Progresso,361
Dezembro,Progresso,55
Marco,Aurora,597
Outubro,Planalto,687
Setembro,Planalto,507
Setembro,Planalto,1814
Outubro,Planalto,1772
Fevereiro,Horizonte,620
Marco,Aurora,1553
Abril,Litoral,117
Setembro,Aurora,1893
Marco,Planalto,169
Julho,Horizonte,1013
Dezembro,Horizonte,1406
Marco,Aurora,897
Julho,Litoral,924
Julho,Planalto,996
Setembro,Horizonte,1059
Fevereiro,Planalto,395
Junho,Planalto,1938
Setembro,Planalto,1318
Dezembro,Progresso,1653
Dezembro,Planalto,1739
Fevereiro,Planalto,1914
Fevereiro,Litoral,1370
Maio,Litoral,1788
Outubro,Progresso,1718
Outubro,Progresso,983
Dezembro,Planalto,677
Outubro,Horizonte,1678
Agosto,Horizonte,663
Novembro,Aurora,1433
Setembro,Horizonte,1421
Fevereiro,Horizonte,1510
Maio,Litoral,1545
Julho,Aurora,324
Junho,Aurora,679
Junho,Litoral,1138
Julho,Horizonte,118
Marco,Horizonte,776
Marco,Aurora,358
Outubro,Horizonte,196
Setembro,Aurora,627
Agosto,Horizonte,557
Maio,Planalto,225
Junho,Litoral,627
Novembro,Progresso,250
Dezembro,Planalto,1091
Outubro,Horizonte,1409
Janeiro,Progresso,1880
Outubro,Planalto,1200
Dezembro,Litoral,762
Janeiro,Progresso,1565
Abril,Progresso,1124
Fevereiro,Litoral,1712
Novembro,Planalto,1224
Julho,Progresso,1234
Fevereiro,Litoral,237
Outubro,Planalto,279
Fevereiro,Horizonte,1004
Maio,Aurora,1683
Abril,Horizonte,1995
Agosto,Horizonte,1986
Abril,Aurora,1254
Dezembro,Horizonte,895
Junho,Horizonte,1790
Maio,Litoral,1543
Novembro,Litoral,476
Fevereiro,Planalto,1889
Novembro,Progresso,1155
Dezembro,Planalto,1477
Agosto,Litoral,527
Fevereiro,Litoral,1106
Setembro,Aurora,799
Setembro,Aurora,642
Marco,Litoral,916
Abril,Horizonte,1533
Agosto,Planalto,563
Setembro,Litoral,1491
Marco,Litoral,381
Maio,Aurora,1675
Novembro,Planalto,1711
Agosto,Planalto,1489
Marco,Progresso,582
Julho,Litoral,54
Novembro,Progresso,333
Agosto,Aurora,1928
Outubro,Progresso,353
Novembro,Horizonte,913
Marco,Litoral,1270
Fevereiro,Litoral,1327
Outubro,Planalto,916
Julho,Progresso,1835
Dezembro,Planalto,887
Setembro,Progresso,1668
Janeiro,Progresso,1821
Marco,Aurora,217
Maio,Progresso,55
Marco,Planalto,191
Janeiro,Progresso,424
Julho,Progresso,1198
Julho,Litoral,1396
Outubro,Litoral,444
Dezembro,Litoral,1240
Agosto,Horizonte,1754
Maio,Litoral,1097
Outubro,Horizonte,1756
Dezembro,Horizonte,158
Maio,Planalto,259
Maio,Litoral,656
Janeiro,Progresso,1275
Outubro,Aurora,1483
Maio,Progresso,846
Junho,Litoral,51
Dezembro,Progresso,1871
Janeiro,Litoral,792
Novembro,Litoral,815
Julho,Progresso,1184
Janeiro,Horizonte,1659
Novembro,Planalto,125
Fevereiro,Planalto,261
Fevereiro,Planalto,1703
Maio,Planalto,1306
Outubro,Aurora,236
Julho,Litoral,1348
Janeiro,Aurora,359
Outubro,Planalto,1015
Janeiro,Planalto,937
Janeiro,Progresso,1736
Junho,Planalto,260
Fevereiro,Litoral,400
Janeiro,Planalto,1874
Junho,Planalto,371
Fevereiro,Aurora,256
Junho,Litoral,1980
Outubro,Horizonte,1163
Agosto,Progresso,707
Fevereiro,Horizonte,114
Novembro,Aurora,465
Setembro,Planalto,1072
Agosto,Progresso,1973
Dezembro,Litoral,1671
Outubro,Progresso,1365
Janeiro,Aurora,526
Julho,Planalto,1514
Outubro,Aurora,419
Junho,Litoral,722
Junho,Horizonte,792
Junho,Planalto,703
Junho,Planalto,481
Outubro,Aurora,288
Julho,Aurora,342
Dezembro,Aurora,286
Marco,Planalto,694
Junho,Aurora,1891
Marco,Progresso,750
Julho,Progresso,1799
Julho,Progresso,374
Agosto,Planalto,1942
Fevereiro,Aurora,471
Setembro,Litoral,479
Maio,Aurora,403
Setembro,Planalto,1728
Outubro,Progresso,1569
Maio,Planalto,342
Julho,Aurora,844
Novembro,Planalto,673
Setembro,Litoral,1330
Abril,Planalto,1486
Fevereiro,Horizonte,430
Setembro,Planalto,1273
Fevereiro,Aurora,274
Marco,Horizonte,952
Outubro,Progresso,1870
Fevereiro,Aurora,720
Marco,Litoral,1367
Junho,Planalto,569
Marco,Planalto,656
Outubro,Aurora,726
Agosto,Planalto,492
Novembro,Planalto,768
Junho,Progresso,231
Julho,Planalto,1573
Janeiro,Planalto,491
Marco,Progresso,657
Marco,Planalto,1355
Fevereiro,Progresso,993
Julho,Litoral,1186
Setembro,Planalto,316
Abril,Aurora,1608
Dezembro,Horizonte,979
Maio,Litoral,850
Marco,Planalto,514
Novembro,Aurora,1042
Setembro,Horizonte,1459
Abril,Progresso,557
Maio,Planalto,162
Janeiro,Progresso,1390
Novembro,Litoral,181
Dezembro,Horizonte,1597
Fevereiro,Horizonte,974
Dezembro,Progresso,1819
Setembro,Progresso,1824
Fevereiro,Litoral,924
Maio,Aurora,152
Agosto,Planalto,731
Marco,Aurora,1028
Junho,Horizonte,1258
Abril,Planalto,115
Novembro,Litoral,184
Julho,Aurora,1198
Outubro,Aurora,106
Marco,Planalto,1375
Junho,Litoral,839
Dezembro,Litoral,956
Outubro,Aurora,743
Setembro,Aurora,1733
Novembro,Progresso,1846
Outubro,Planalto,1909
Janeiro,Litoral,1087
Marco,Horizonte,948
Fevereiro,Planalto,675
Agosto,Progresso,515
Julho,Planalto,1073
Fevereiro,Aurora,1515
Junho,Planalto,76
Marco,Planalto,821
Agosto,Planalto,1457
Outubro,Horizonte,369
Marco,Progresso,268
Outubro,Planalto,1805
Setembro,Planalto,1927
Janeiro,Horizonte,1243
Maio,Litoral,1486
Marco,Planalto,1665
Junho,Planalto,468
Outubro,Litoral,1860
Fevereiro,Planalto,1189
Setembro,Planalto,655
Junho,Planalto,118
Julho,Progresso,1360
Maio,Aurora,732
Setembro,Progresso,1680
Janeiro,Litoral,1018
Maio,Progresso,510
Novembro,Progresso,1052
Outubro,Horizonte,198
Novembro,Litoral,1951
Junho,Litoral,1808
Julho,Litoral,242
Dezembro,Progresso,1306
Abril,Litoral,1790
Dezembro,Horizonte,211
Janeiro,Planalto,1621
Novembro,Progresso,1025
Agosto,Planalto,1531
Outubro,Planalto,791
Abril,Progresso,602
Marco,Progresso,211
Dezembro,Litoral,202
Julho,Horizonte,1514
Dezembro,Progresso,370
Fevereiro,Planalto,1149
Agosto,Progresso,429
Junho,Horizonte,812
Julho,Aurora,839
Maio,Planalto,1773
Setembro,Aurora,1511
Maio,Aurora,1962
Novembro,Horizonte,1863
Maio,Progresso,750
Marco,Aurora,1199
Novembro,Litoral,801
Janeiro,Progresso,1779
Fevereiro,Planalto,990
Agosto,Progresso,1273
Janeiro,Horizonte,1298
Julho,Horizonte,630
Maio,Planalto,1265
Marco,Planalto,1595
Dezembro,Planalto,1852
Dezembro,Horizonte,1319
Novembro,Progresso,461
Julho,Aurora,1846
Setembro,Aurora,1597
Fevereiro,Litoral,605
Agosto,Horizonte,670
Setembro,Planalto,398
Novembro,Progresso,1163
Marco,Horizonte,1038
Fevereiro,Litoral,1870
Julho,Aurora,1535
Maio,Progresso,1365
Maio,Aurora,1364
Outubro,Progresso,418
Maio,Planalto,1337
Abril,Progresso,1345
Maio,Planalto,1884
Abril,Horizonte,118
Junho,Aurora,193
Abril,Progresso,105
Fevereiro,Progresso,1626
Setembro,Litoral,1150
Fevereiro,Aurora,569
Setembro,Horizonte,1383
Outubro,Planalto,139
Junho,Horizonte,425
Setembro,Litoral,1974
Setembro,Horizonte,826
Marco,Planalto,1047
Janeiro,Aurora,1267
Janeiro,Litoral,1656
Marco,Progresso,1871
Maio,Progresso,386
Marco,Aurora,555
Dezembro,Horizonte,157
Setembro,Progresso,656
Setembro,Litoral,560
Marco,Planalto,370
Marco,Horizonte,1549
Dezembro,Planalto,335
Maio,Horizonte,864
Fevereiro,Litoral,1424
Junho,Planalto,905
Julho,Litoral,1318
Setembro,Planalto,636
Junho,Horizonte,411
Marco,Litoral,1409
Dezembro,Horizonte,1722
Maio,Horizonte,271
Abril,Planalto,765
Maio,Planalto,487
Agosto,Litoral,1056
Agosto,Progresso,622
Junho,Aurora,497
Janeiro,Planalto,1938
Agosto,Horizonte,1335
Agosto,Aurora,350
Fevereiro,Litoral,1650
Abril,Aurora,1022
Dezembro,Aurora,598
Fevereiro,Progresso,1044
Abril,Progresso,1053
Dezembro,Aurora,1931
Outubro,Progresso,1307
Julho,Progresso,1274
Setembro,Aurora,1474
Agosto,Planalto,663
Dezembro,Progresso,1183
Setembro,Aurora,1994
Agosto,Planalto,611
Fevereiro,Progresso,557
Julho,Aurora,940
Fevereiro,Progresso,888
Dezembro,Planalto,1952
Novembro,Aurora,848
Fevereiro,Planalto,1745
Abril,Horizonte,932
Janeiro,Litoral,865
Maio,Horizonte,1284
Junho,Progresso,548
Setembro,Planalto,1730
Outubro,Aurora,1262
Agosto,Planalto,1258
Fevereiro,Progresso,1386
Janeiro,Aurora,503
Fevereiro,Horizonte,1034
Julho,Planalto,298
Abril,Litoral,1746
Outubro,Progresso,708
Maio,Progresso,832
Dezembro,Planalto,724
Julho,Horizonte,738
Marco,Horizonte,279
Outubro,Litoral,1749
Fevereiro,Litoral,273
Julho,Planalto,1809
Maio,Aurora,1817
Janeiro,Horizonte,103
Janeiro,Aurora,1109
Setembro,Aurora,1638
Maio,Planalto,749
Janeiro,Litoral,531
Julho,Aurora,635
Setembro,Planalto,1373
Novembro,Litoral,338
Janeiro,Aurora,1501
Outubro,Aurora,360
Abril,Litoral,507
Marco,Litoral,1629
Maio,Progresso,100
Julho,Progresso,1582
Agosto,Planalto,1172
Fevereiro,Planalto,391
Julho,Horizonte,612
Janeiro,Progresso,1032
Julho,Litoral,1720
Agosto,Progresso,1798
Fevereiro,Planalto,1458
Setembro,Planalto,1726
Janeiro,Planalto,506
Junho,Litoral,1377
Janeiro,Aurora,1968
Marco,Planalto,1699
Novembro,Progresso,800
Junho,Aurora,901
Marco,Progresso,1760
Agosto,Planalto,1632
Maio,Litoral,315
Fevereiro,Aurora,75
Abril,Aurora,1123
Setembro,Planalto,992
Abril,Planalto,690
Outubro,Planalto,414
Outubro,Horizonte,1904
Agosto,Litoral,1218
Maio,Litoral,194
Novembro,Planalto,216
Novembro,Horizonte,1116
Outubro,Planalto,1021
Janeiro,Planalto,1626
Julho,Litoral,1088
Marco,Horizonte,178
Outubro,Litoral,107
Agosto,Planalto,103
Dezembro,Progresso,1297
Marco,Aurora,1788
Janeiro,Planalto,182
Maio,Horizonte,1647
Fevereiro,Progresso,1316
Novembro,Horizonte,259
Abril,Planalto,291
Janeiro,Planalto,432
Setembro,Aurora,1283
Junho,Horizonte,264
Agosto,Progresso,1317
Novembro,Aurora,1144
Abril,Horizonte,863
Setembro,Planalto,1163
Fevereiro,Aurora,1522
Setembro,Planalto,1229
Dezembro,Litoral,1451
Maio,Litoral,133
Junho,Aurora,1498
Marco,Aurora,712
Abril,Horizonte,1745
Junho,Progresso,1003
Julho,Progresso,1559
Janeiro,Litoral,131
Julho,Litoral,850
Janeiro,Litoral,1259
Maio,Planalto,138
Junho,Progresso,209
Fevereiro,Aurora,1057
Outubro,Litoral,419
Setembro,Horizonte,611
Outubro,Aurora,228
Junho,Aurora,781
Julho,Aurora,1278
Outubro,Progresso,1604
Agosto,Litoral,564
Novembro,Horizonte,165
Outubro,Planalto,1420
Janeiro,Horizonte,450
Agosto,Horizonte,348
Abril,Horizonte,718
Outubro,Planalto,1826
Agosto,Horizonte,559
Junho,Horizonte,1181
Novembro,Litoral,1885
Setembro,Litoral,101
Novembro,Litoral,1057
Abril,Aurora,1426
Fevereiro,Horizonte,589
Fevereiro,Progresso,261
Maio,Progresso,1182
Outubro,Progresso,1895
Setembro,Planalto,819
Dezembro,Litoral,1443
Marco,Litoral,781
Agosto,Litoral,578
Abril,Planalto,1313
Junho,Horizonte,773
Outubro,Aurora,1475
Junho,Litoral,1062
Marco,Horizonte,1869
Maio,Progresso,845
Dezembro,Aurora,1253
Marco,Progresso,1345
Novembro,Horizonte,978
Novembro,Horizonte,134
Janeiro,Progresso,1846
Julho,Aurora,1568
Abril,Progresso,1374
Julho,Progresso,470
Marco,Progresso,259
Dezembro,Aurora,1381
Novembro,Planalto,111
Maio,Aurora,54
Maio,Progresso,545
Fevereiro,Litoral,1180
Novembro,Litoral,1596
Outubro,Horizonte,1927
Dezembro,Planalto,1800
Fevereiro,Horizonte,1547
Abril,Horizonte,780
Abril,Litoral,1460
Abril,Aurora,228
Junho,Horizonte,1563
Fevereiro,Horizonte,1901
Junho,Planalto,1139
Julho,Litoral,1770
Novembro,Aurora,578
Outubro,Planalto,1460
Marco,Aurora,436
Novembro,Aurora,601
Dezembro,Horizonte,385
Agosto,Planalto,637
Fevereiro,Horizonte,1904
Novembro,Progresso,807
Agosto,Aurora,1124
Novembro,Planalto,690
Maio,Litoral,356
Fevereiro,Horizonte,1333
Julho,Progresso,770
Fevereiro,Progresso,260
Junho,Progresso,1717
Outubro,Horizonte,1504
Marco,Litoral,984
Setembro,Planalto,1669
Marco,Aurora,98
Novembro,Litoral,490
Dezembro,Horizonte,295
Dezembro,Planalto,600
Marco,Aurora,501
Maio,Planalto,1218
Julho,Aurora,704
Agosto,Aurora,296
Dezembro,Progresso,410
Novembro,Horizonte,717
Julho,Litoral,65
Setembro,Progresso,439
Maio,Progresso,397
Outubro,Planalto,977
Novembro,Aurora,330
Marco,Aurora,1624
Junho,Planalto,194
Maio,Horizonte,95
Dezembro,Aurora,512
Abril,Progresso,1957
Dezembro,Progresso,870
Fevereiro,Aurora,1443
Julho,Aurora,1380
Maio,Horizonte,1475
Abril,Aurora,543
Dezembro,Horizonte,1605
Agosto,Progresso,1416
Setembro,Horizonte,182
Setembro,Aurora,1585
Marco,Litoral,1391
Marco,Aurora,1944
Maio,Litoral,317
Maio,Progresso,642
Outubro,Planalto,719
Fevereiro,Progresso,1028
Janeiro,Progresso,273
Agosto,Progresso,961
Marco,Horizonte,51
Janeiro,Progresso,1021
Janeiro,Planalto,686
Novembro,Aurora,1314
Fevereiro,Litoral,166
Junho,Progresso,1972
Junho,Litoral,1849
Marco,Progresso,1622
Dezembro,Horizonte,486
Abril,Litoral,360
Dezembro,Progresso,1289
Fevereiro,Progresso,1634
Fevereiro,Planalto,1062
Julho,Planalto,266
Janeiro,Planalto,620
Julho,Horizonte,1645
Dezembro,Litoral,394
Dezembro,Horizonte,127
Janeiro,Aurora,1192
Junho,Progresso,1503
Marco,Progresso,1941
Agosto,Progresso,1392
Junho,Planalto,1712
Novembro,Progresso,1280
Fevereiro,Planalto,1745
Agosto,Aurora,1395
Maio,Horizonte,646
Agosto,Horizonte,1077
Agosto,Horizonte,718
Junho,Planalto,1250
Fevereiro,Litoral,1422
Agosto,Litoral,1864
Novembro,Aurora,948
Junho,Litoral,359
Junho,Aurora,1837
Agosto,Progresso,1990
Janeiro,Horizonte,1153
Fevereiro,Planalto,93
Dezembro,Aurora,965
Dezembro,Planalto,1556
Setembro,Planalto,502
Novembro,Horizonte,1057
Dezembro,Progresso,779
Agosto,Progresso,1272
Dezembro,Litoral,1765
Julho,Progresso,1281
Julho,Horizonte,1986
Maio,Planalto,243
Fevereiro,Aurora,1085
Novembro,Aurora,1003
Junho,Progresso,766
Outubro,Litoral,1462
Marco,Aurora,1921
Abril,Litoral,1199
Outubro,Aurora,397
Dezembro,Litoral,1145
Novembro,Litoral,489
Fevereiro,Planalto,781
Fevereiro,Horizonte,351
Dezembro,Aurora,1657
Agosto,Progresso,398
Agosto,Horizonte,170
Outubro,Planalto,835
Junho,Planalto,1373
Maio,Planalto,604
Agosto,Progresso,257
Abril,Aurora,523
Novembro,Aurora,263
Abril,Litoral,1408
Maio,Litoral,126
Janeiro,Litoral,1223
Janeiro,Progresso,301
Fevereiro,Horizonte,621
Agosto,Aurora,262
Julho,Litoral,1648
Outubro,Progresso,547
Setembro,Progresso,1865
Maio,Litoral,754
Fevereiro,Planalto,78
Julho,Planalto,946
Agosto,Planalto,1965
Dezembro,Litoral,1586
Julho,Progresso,122
Julho,Progresso,838
Dezembro,Aurora,255
Maio,Planalto,1741
Fevereiro,Litoral,1731
Junho,Aurora,1938
Abril,Progresso,101
Outubro,Aurora,1052
Fevereiro,Planalto,371
Dezembro,Horizonte,676
Setembro,Planalto,1299
Julho,Planalto,1673
Junho,Litoral,1135
Dezembro,Horizonte,68
Maio,Horizonte,1843
Marco,Horizonte,1783
Dezembro,Progresso,360
Outubro,Aurora,640
Outubro,Progresso,1514
Abril,Horizonte,572
Marco,Litoral,705
Dezembro,Planalto,1829
Novembro,Planalto,134
Agosto,Progresso,1007
Marco,Progresso,1612
Julho,Litoral,1863
Julho,Planalto,52
Julho,Progresso,820
Julho,Aurora,1316
Fevereiro,Progresso,454
Outubro,Progresso,1116
Marco,Horizonte,1783
Outubro,Aurora,1674
Setembro,Aurora,282
Marco,Litoral,557
Fevereiro,Horizonte,1878
Setembro,Aurora,1423
Outubro,Horizonte,1513
Setembro,Horizonte,1624
Abril,Planalto,965
Dezembro,Aurora,1906
Setembro,Planalto,1236
Marco,Progresso,1372
Julho,Progresso,1035
Julho,Planalto,70
Novembro,Progresso,1083
Agosto,Planalto,94
Outubro,Litoral,654
Abril,Horizonte,1076
Marco,Litoral,92
Marco,Aurora,1253
Dezembro,Litoral,346
Maio,Litoral,426
Novembro,Progresso,1180
Janeiro,Planalto,986
Outubro,Aurora,766
Marco,Progresso,1850
Junho,Aurora,1503
Marco,Horizonte,1985
Maio,Planalto,685
Setembro,Progresso,1186
Fevereiro,Litoral,426
Novembro,Horizonte,96
Fevereiro,Litoral,1741
Dezembro,Aurora,1357
Junho,Horizonte,380
Junho,Progresso,285
Novembro,Litoral,911
Novembro,Litoral,1724
Agosto,Aurora,334
Dezembro,Aurora,803
Novembro,Planalto,1513
Fevereiro,Planalto,1322
Setembro,Aurora,765
Fevereiro,Planalto,761
Janeiro,Litoral,1130
Outubro,Aurora,486
Fevereiro,Horizonte,1147
Dezembro,Aurora,168
Julho,Progresso,620
Agosto,Progresso,1364
Maio,Aurora,997
Junho,Horizonte,1877
Dezembro,Aurora,1406
Janeiro,Horizonte,107
Junho,Litoral,549
Dezembro,Litoral,780
Agosto,Horizonte,1817
Marco,Planalto,1331
Novembro,Litoral,845
Janeiro,Progresso,531
Novembro,Aurora,1542
Abril,Planalto,375
Janeiro,Progresso,1136
Agosto,Aurora,1253
Maio,Progresso,1901
Janeiro,Planalto,280
Agosto,Horizonte,1931
Setembro,Aurora,1237
Outubro,Progresso,1433
Fevereiro,Progresso,1283
Setembro,Planalto,1519
Agosto,Planalto,1957
Julho,Planalto,604
Marco,Horizonte,472
Fevereiro,Litoral,1206
Julho,Progresso,779
Maio,Horizonte,252
Junho,Progresso,739
Abril,Horizonte,833
Fevereiro,Aurora,1540
Setembro,Litoral,1637
Marco,Progresso,502
Dezembro,Planalto,1656
Julho,Litoral,1076
Agosto,Progresso,1162
Fevereiro,Aurora,1979
Junho,Progresso,1124
Novembro,Progresso,1526
Agosto,Progresso,721
Julho,Litoral,1070
Novembro,Progresso,529
Marco,Planalto,1206
Janeiro,Horizonte,1320
Junho,Planalto,935
Agosto,Aurora,1756
Junho,Litoral,1796
Maio,Horizonte,445
Novembro,Litoral,208
Dezembro,Litoral,514
Agosto,Progresso,1223
Fevereiro,Planalto,620
Dezembro,Horizonte,1063
Janeiro,Progresso,1381
Janeiro,Horizonte,608
Abril,Planalto,1571
Junho,Progresso,1946
Setembro,Horizonte,1031
Janeiro,Progresso,1070
Dezembro,Litoral,1378
Janeiro,Aurora,1385
Maio,Horizonte,592
Outubro,Planalto,296
Maio,Horizonte,748
Maio,Aurora,1308
Outubro,Horizonte,1911
Junho,Horizonte,1405
Agosto,Horizonte,1244
Marco,Planalto,1548
Setembro,Aurora,642
Janeiro,Aurora,891
Abril,Planalto,1438
Setembro,Horizonte,1078
Agosto,Horizonte,565
Outubro,Aurora,536
Setembro,Horizonte,704
Janeiro,Litoral,947
Setembro,Horizonte,1506
Marco,Horizonte,361
Novembro,Progresso,1574
Dezembro,Aurora,1721
Outubro,Aurora,1857
Setembro,Litoral,1328
Janeiro,Litoral,773
Janeiro,Litoral,1353
Setembro,Aurora,812
Novembro,Progresso,1044
Junho,Progresso,1384
Abril,Planalto,743
Julho,Aurora,258
Maio,Planalto,1398
Outubro,Horizonte,767
Julho,Litoral,799
Agosto,Planalto,1564
Agosto,Planalto,1901
Janeiro,Aurora,208
Agosto,Litoral,1605
Junho,Litoral,510
Abril,Progresso,1073
Dezembro,Planalto,103
Agosto,Progresso,442
Marco,Planalto,293
Abril,Aurora,1747
Junho,Aurora,1789
Novembro,Horizonte,793
Julho,Planalto,1409
Abril,Planalto,1266
Abril,Litoral,1217
Julho,Litoral,887
Junho,Progresso,1285
Novembro,Horizonte,951
Agosto,Aurora,340
Janeiro,Planalto,1690
