Mes,Subestacao,Consumo(kWh)
Setembro,Planalto,1322
Outubro,Litoral,1391
Setembro,Litoral,259
Fevereiro,Horizonte,1729
Agosto,Planalto,1465
Agosto,Litoral,1930
Julho,Litoral,145
Agosto,Planalto,943
Marco,Progresso,1931
Junho,Planalto,805
Janeiro,Horizonte,1159
Julho,Progresso,464
Janeiro,Aurora,443
Setembro,Planalto,745
Janeiro,Horizonte,1706
Janeiro,Progresso,893
Julho,Planalto,1574
Fevereiro,Litoral,653
Maio,Planalto,631
Agosto,Aurora,1989
Agosto,Planalto,182
Marco,Progresso,840
Julho,Progresso,698
Marco,Planalto,1387
Junho,Progresso,1772
Junho,Litoral,270
Marco,Planalto,1025
Julho,Litoral,1511
Marco,Litoral,1119
Agosto,Horizonte,1863
Outubro,Planalto,1265
Abril,Progresso,1593
Janeiro,Litoral,1452
Abril,Horizonte,837
Julho,Planalto,740
Novembro,Planalto,1407
Abril,Aurora,88
Junho,Aurora,1366
Setembro,Litoral,739
Janeiro,Aurora,211
Maio,Litoral,1404
Novembro,Progresso,1959
Julho,Litoral,1177
Janeiro,Aurora,210
Abril,Progresso,1872
Junho,Aurora,1708
Fevereiro,Litoral,1127
Outubro,Horizonte,1107
Maio,Planalto,291
Novembro,Aurora,1016
Outubro,Litoral,939
Janeiro,Progresso,162
Junho,Aurora,1063
Junho,Aurora,367
Abril,Planalto,72
Agosto,Litoral,1631
Abril,Horizonte,873
Agosto,Progresso,1720
Agosto,Litoral,1191
Maio,Progresso,750
Abril,Aurora,1716
Dezembro,Planalto,1068
Fevereiro,Planalto,1285
Novembro,Horizonte,1491
Marco,Planalto,1186
Marco,Aurora,1117
Abril,Horizonte,177
Abril,Litoral,925
Outubro,Planalto,207
Novembro,Horizonte,1858
Novembro,Aurora,876
Maio,Progresso,1467
Abril,Progresso,1940
Novembro,Aurora,901
Outubro,Aurora,561
Agosto,Progresso,1987
Junho,Horizonte,94
Junho,Progresso,1181
Agosto,Aurora,268
Julho,Planalto,492
Outubro,Litoral,1903
Novembro,Planalto,364
Dezembro,Planalto,226
Outubro,Aurora,277
Agosto,Progresso,1776
Fevereiro,Horizonte,1745
Setembro,Planalto,1979
Janeiro,Progresso,316
Agosto,Horizonte,919
Dezembro,Planalto,887
Novembro,Horizonte,1452
Dezembro,Progresso,538
Dezembro,Litoral,751
Abril,Progresso,736
Abril,Aurora,1363
Maio,Horizonte,1045
Agosto,Litoral,406
Maio,Horizonte,1730
Agosto,Horizonte,1817
Outubro,Planalto,921
Janeiro,Aurora,253
Dezembro,Horizonte,1286
Outubro,Progresso,601
Setembro,Progresso,1860
Junho,Planalto,372
Marco,Aurora,643
Agosto,Aurora,230
Setembro,Progresso,548
Junho,Litoral,1393
Novembro,Planalto,132
Julho,Planalto,352
Janeiro,Progresso,311
Maio,Progresso,833
Maio,Litoral,1273
Outubro,Litoral,1313
Abril,Aurora,963
Junho,Planalto,741
Julho,Planalto,993
Setembro,Progresso,732
Janeiro,Aurora,1368
Junho,Planalto,1585
Julho,Aurora,738
Marco,Aurora,1954
Agosto,Progresso,445
Maio,Aurora,1822
Setembro,Litoral,1211
Maio,Litoral,888
Setembro,Horizonte,927
Outubro,Progresso,872
Abril,Horizonte,1202
Setembro,Litoral,98
Maio,Horizonte,1749
Outubro,Progresso,838
Setembro,Progresso,342
Marco,Aurora,1701
Abril,Planalto,585
Setembro,Aurora,360
Outubro,Progresso,586
Novembro,Litoral,1976
Junho,Litoral,688
Fevereiro,Aurora,283
Julho,Progresso,1282
Fevereiro,Litoral,654
Novembro,Progresso,143
Fevereiro,Litoral,376
Novembro,Progresso,274
Janeiro,Horizonte,1016
Novembro,Progresso,939
Novembro,Progresso,1865
Dezembro,Aurora,60
Novembro,Horizonte,1402
Marco,Planalto,1085
Junho,Aurora,84
Agosto,Planalto,496
Setembro,Litoral,1525
Julho,Planalto,1813
Abril,Progresso,1293
Junho,Planalto,490
Maio,Aurora,702
Agosto,Aurora,1608
Janeiro,Planalto,644
Janeiro,Aurora,278
Novembro,Aurora,393
Junho,Planalto,1153
Outubro,Horizonte,1426
Dezembro,Horizonte,1469
Fevereiro,Litoral,1363
Maio,Aurora,1528
Janeiro,Planalto,1916
Julho,Aurora,1744
Janeiro,Progresso,1038
Abril,Aurora,1201
Setembro,Aurora,1775
Janeiro,Horizonte,958
Abril,Planalto,1616
Junho,Aurora,1971
Junho,Horizonte,1432
Dezembro,Litoral,576
Agosto,Horizonte,1386
Janeiro,Horizonte,124
Julho,Horizonte,1619
Janeiro,Aurora,1944
Julho,Aurora,245
Marco,Litoral,1916
Novembro,Progresso,78
Agosto,Progresso,755
Marco,Progresso,1070
Janeiro,Litoral,65
Agosto,Progresso,1496
Marco,Progresso,1662
Fevereiro,Horizonte,854
Janeiro,Aurora,1666
Marco,Aurora,1478
Fevereiro,Horizonte,989
Fevereiro,Horizonte,1709
Junho,Horizonte,1604
Dezembro,Aurora,1016
Janeiro,Progresso,1687
Fevereiro,Horizonte,1977
Junho,Litoral,1150
Marco,Horizonte,278
Abril,Planalto,1011
Janeiro,Horizonte,1370
Agosto,Aurora,1583
Julho,Horizonte,764
Julho,Planalto,1033
Marco,Litoral,622
Outubro,Progresso,1611
Outubro,Horizonte,1656
Marco,Planalto,664
Fevereiro,Planalto,375
Dezembro,Litoral,1436
Janeiro,Aurora,1742
Julho,Horizonte,924
Julho,Planalto,408
Dezembro,Litoral,1779
Fevereiro,Progresso,1860
Julho,Planalto,373
Agosto,Litoral,1771
Janeiro,Aurora,1399
Setembro,Aurora,1698
Julho,Planalto,1898
Marco,Planalto,214
Agosto,Horizonte,1646
Julho,Litoral,1677
Novembro,Planalto,847
Agosto,Horizonte,504
Junho,Horizonte,1226
Setembro,Planalto,1810
Maio,Aurora,1200
Marco,Litoral,242
Marco,Litoral,676
Janeiro,Aurora,1847
Dezembro,Planalto,579
Agosto,Litoral,1083
Fevereiro,Planalto,141
Marco,Planalto,188
Agosto,Horizonte,530
Agosto,Aurora,498
Novembro,Planalto,1406
Abril,Progresso,918
Abril,Aurora,389
Maio,Litoral,1125
Junho,Horizonte,1780
Maio,Litoral,515
Julho,Litoral,767
Fevereiro,Aurora,848
Julho,Litoral,524
Outubro,Planalto,450
Julho,Litoral,1512
Janeiro,Horizonte,1951
Julho,Horizonte,654
Maio,Progresso,981
Marco,Horizonte,1046
Marco,Litoral,971
Abril,Horizonte,870
Dezembro,Aurora,706
Fevereiro,Horizonte,647
Fevereiro,Planalto,1582
Janeiro,Aurora,1226
Maio,Progresso,563
Abril,Planalto,1576
Novembro,Litoral,1927
Outubro,Litoral,1974
Fevereiro,Litoral,1845
Marco,Planalto,1749
Julho,Planalto,1079
Julho,Planalto,549
Dezembro,Aurora,1734
Abril,Aurora,766
Maio,Litoral,1191
Maio,Horizonte,1558
Junho,Litoral,650
Setembro,Progresso,715
Fevereiro,Aurora,1752
Maio,Planalto,517
Dezembro,Aurora,210
Marco,Planalto,319
Abril,Progresso,1129
Outubro,Progresso,277
Junho,Aurora,898
Dezembro,Planalto,198
Agosto,Progresso,1119
Janeiro,Litoral,1217
Outubro,Litoral,1823
Agosto,Planalto,1857
Novembro,Aurora,681
Julho,Progresso,1413
Janeiro,Aurora,462
Fevereiro,Litoral,1805
Marco,Progresso,569
Janeiro,Aurora,1417
Setembro,Horizonte,436
Agosto,Planalto,1546
Fevereiro,Planalto,324
Setembro,Horizonte,402
Julho,Litoral,1139
Setembro,Progresso,1152
Junho,Planalto,647
Junho,Horizonte,1709
Novembro,Horizonte,1275
Abril,Litoral,1735
Outubro,Litoral,607
Outubro,Aurora,162
Fevereiro,Planalto,1164
Julho,Aurora,190
Maio,Horizonte,1362
Novembro,Progresso,1974
Junho,Progresso,779
Fevereiro,Litoral,638
Maio,Progresso,460
Outubro,Progresso,426
Abril,Progresso,1457
Setembro,Horizonte,1919
Junho,Progresso,1225
Fevereiro,Progresso,1908
Janeiro,Progresso,800
Maio,Aurora,676
Setembro,Horizonte,1392
Junho,Litoral,1442
Outubro,Aurora,1679
Dezembro,Planalto,1044
Julho,Horizonte,1633
Maio,Horizonte,752
Outubro,Planalto,511
Junho,Planalto,61
Maio,Planalto,1229
Novembro,Litoral,1757
Setembro,Progresso,526
Junho,Horizonte,988
Novembro,Progresso,450
Agosto,Progresso,857
Fevereiro,Planalto,226
Dezembro,Litoral,1414
Setembro,Aurora,106
Maio,Litoral,1928
Julho,Progresso,1925
Outubro,Litoral,497
Janeiro,Planalto,252
Outubro,Aurora,1770
Maio,Planalto,1706
Dezembro,Aurora,787
Outubro,Progresso,251
Fevereiro,Aurora,1403
Dezembro,Aurora,412
Junho,Aurora,941
Novembro,Litoral,503
Janeiro,Litoral,405
Marco,Progresso,265
Maio,Aurora,1021
Abril,Horizonte,604
Marco,Progresso,936
Outubro,Aurora,72
Maio,Aurora,204
Novembro,Litoral,1259
Agosto,Progresso,298
Novembro,Aurora,798
Abril,Aurora,854
Janeiro,Progresso,183
Novembro,Horizonte,370
Julho,Progresso,439
Agosto,Progresso,483
Marco,Horizonte,1095
Junho,Progresso,922
Fevereiro,Aurora,1673
Julho,Progresso,1738
Agosto,Horizonte,1198
Junho,Planalto,1152
Junho,Progresso,907
Maio,Litoral,100
Agosto,Aurora,1801
Janeiro,Aurora,225
Outubro,Litoral,919
Abril,Litoral,302
Abril,Progresso,1015
Marco,Litoral,1319
Marco,Planalto,788
Abril,Horizonte,1179
Novembro,Litoral,1266
Janeiro,Litoral,1389
Novembro,Planalto,351
Novembro,Aurora,597
Fevereiro,Aurora,765
Setembro,Progresso,828
Outubro,Planalto,317
Fevereiro,Horizonte,1243
Maio,Horizonte,1059
Setembro,Planalto,600
Setembro,Horizonte,1528
Agosto,Aurora,1724
Janeiro,Horizonte,1365
Janeiro,Horizonte,1637
Setembro,Planalto,1872
Novembro,Planalto,1874
Agosto,Horizonte,1214
Outubro,Litoral,1219
Setembro,Planalto,1498
Julho,Progresso,363
Marco,Progresso,233
Marco,Aurora,1737
Fevereiro,Horizonte,762
Maio,Litoral,177
Dezembro,Aurora,1360
Dezembro,Horizonte,1896
Marco,Planalto,1326
Junho,Progresso,1851
Fevereiro,Litoral,749
Dezembro,Progresso,435
Marco,Planalto,1303
Maio,Horizonte,320
Dezembro,Planalto,1844
Novembro,Planalto,860
Novembro,Progresso,464
Janeiro,Litoral,247
Janeiro,Planalto,1396
Outubro,Progresso,1129
Setembro,Litoral,880
Julho,Horizonte,1276
Janeiro,Horizonte,1856
Dezembro,Aurora,1694
Agosto,Progresso,677
Marco,Litoral,653
Agosto,Planalto,1211
Maio,Horizonte,1495
Janeiro,Litoral,1888
Julho,Progresso,1130
Maio,Aurora,1635
Junho,Horizonte,1059
Junho,Litoral,120
Agosto,Litoral,960
Setembro,Litoral,1987
Fevereiro,Progresso,643
Setembro,Progresso,1445
Dezembro,Progresso,1690
Novembro,Planalto,649
Outubro,Litoral,563
Setembro,Horizonte,1945
Outubro,Progresso,133
Outubro,Progresso,1043
Julho,Litoral,1116
Janeiro,Progresso,1739
Julho,Planalto,888
Outubro,Planalto,655
Maio,Progresso,859
Junho,Litoral,182
Outubro,Litoral,1468
Julho,Litoral,1138
Maio,Aurora,339
Julho,Progresso,425
Setembro,Litoral,818
Marco,Planalto,516
Agosto,Horizonte,1971
Fevereiro,Horizonte,1286
Novembro,Litoral,1221
Julho,Horizonte,1646
Fevereiro,Horizonte,520
Abril,Aurora,198
Julho,Planalto,137
Marco,Planalto,1397
Fevereiro,Aurora,1968
Novembro,Aurora,445
Outubro,Horizonte,839
Julho,Progresso,1477
Janeiro,Horizonte,1155
Agosto,Aurora,1714
Marco,Planalto,1359
Dezembro,Horizonte,1455
Dezembro,Progresso,914
Fevereiro,Horizonte,1865
Marco,Litoral,1343
Maio,Horizonte,1365
Novembro,Aurora,1526
Agosto,Planalto,1788
Outubro,Planalto,73
Julho,Aurora,1005
Julho,Litoral,1936
Dezembro,Aurora,360
Julho,Horizonte,1534
Agosto,Aurora,1281
Janeiro,Aurora,1865
Abril,Litoral,1790
Junho,Horizonte,713
Setembro,Progresso,487
Fevereiro,Progresso,1611
Janeiro,Planalto,755
Outubro,Aurora,1409
Dezembro,Planalto,471
Fevereiro,Litoral,1823
Julho,Progresso,370
Marco,Aurora,1570
Outubro,Litoral,636
Fevereiro,Litoral,996
Novembro,Aurora,1236
Julho,Litoral,1884
Fevereiro,Aurora,1614
Marco,Aurora,1238
Novembro,Horizonte,898
Julho,Planalto,1771
Abril,Litoral,1639
Janeiro,Litoral,1368
Maio,Horizonte,91
Dezembro,Horizonte,1997
Setembro,Horizonte,1358
Agosto,Progresso,988
Dezembro,Progresso,436
Setembro,Progresso,1211
Outubro,Aurora,1260
Setembro,Litoral,959
Julho,Planalto,765
Abril,Aurora,480
Maio,Litoral,603
Janeiro,Litoral,1935
Janeiro,Horizonte,1489
Marco,Horizonte,849
Agosto,Aurora,475
Fevereiro,Horizonte,1489
Abril,Litoral,75
Fevereiro,Horizonte,1444
Maio,Progresso,434
Setembro,Horizonte,105
Janeiro,Litoral,1326
Maio,Aurora,683
Setembro,Planalto,155
Janeiro,Horizonte,1203
Setembro,Litoral,898
Agosto,Planalto,719
Abril,Planalto,425
Dezembro,Progresso,792
Novembro,Planalto,1016
Outubro,Litoral,357
Maio,Litoral,140
Maio,Horizonte,1466
Novembro,Horizonte,1607
Dezembro,Horizonte,851
Junho,Planalto,159
Julho,Planalto,1634
Agosto,Progresso,1714
Agosto,Horizonte,634
Novembro,Aurora,389
Fevereiro,Progresso,1638
Setembro,Aurora,1028
Julho,Planalto,405
Abril,Progresso,1965
Abril,Progresso,217
Novembro,Litoral,606
Agosto,Planalto,1525
Abril,Planalto,954
Junho,Progresso,154
Maio,Planalto,199
Marco,Progresso,195
Outubro,Litoral,765
Novembro,Progresso,923
Fevereiro,Planalto,348
Setembro,Planalto,1240
Outubro,Progresso,1786
Setembro,Progresso,695
Janeiro,Progresso,772
Outubro,Horizonte,1121
Marco,Planalto,687
Agosto,Planalto,288
Junho,Horizonte,1080
Maio,Progresso,513
Maio,Litoral,502
Junho,Progresso,833
Julho,Progresso,946
Janeiro,Horizonte,420
Setembro,Planalto,1622
Marco,Progresso,536
Abril,Planalto,1284
Outubro,Aurora,214
Janeiro,Planalto,1198
Novembro,Litoral,1410
Outubro,Litoral,241
Marco,Progresso,779
Fevereiro,Planalto,263
Fevereiro,Progresso,623
Janeiro,Horizonte,1401
Agosto,Litoral,1006
Marco,Progresso,430
Marco,Horizonte,722
Junho,Progresso,1651
Agosto,Planalto,847
Setembro,Planalto,288
Setembro,Planalto,1605
Abril,Planalto,749
Maio,Aurora,1155
Fevereiro,Horizonte,1436
Novembro,Horizonte,554
Setembro,Planalto,251
Agosto,Aurora,969
Marco,Planalto,1577
Novembro,Aurora,1717
Dezembro,Planalto,86
Setembro,Litoral,693
Marco,Litoral,1662
Setembro,Progresso,1674
Fevereiro,Planalto,1475
Dezembro,Horizonte,814
Outubro,Progresso,1929
Setembro,Litoral,755
Agosto,Planalto,1249
Setembro,Progresso,594
Maio,Planalto,1643
Novembro,Litoral,1540
Novembro,Progresso,1274
Fevereiro,Litoral,589
Agosto,Aurora,1620
Dezembro,Litoral,1066
Junho,Planalto,1710
Agosto,Horizonte,443
Novembro,Litoral,882
Maio,Horizonte,1115
Outubro,Aurora,646
Fevereiro,Progresso,442
Junho,Progresso,749
Maio,Horizonte,1696
Dezembro,Progresso,1856
Dezembro,Litoral,490
Maio,Horizonte,1910
Janeiro,Planalto,1690
Fevereiro,Litoral,1579
Agosto,Litoral,967
Marco,Litoral,369
Outubro,Planalto,602
Marco,Aurora,1288
Agosto,Progresso,1144
Agosto,Horizonte,617
Fevereiro,Aurora,968
Agosto,Horizonte,285
Novembro,Progresso,1354
Janeiro,Planalto,1036
Junho,Litoral,1690
Agosto,Litoral,1975
Marco,Planalto,1960
Agosto,Aurora,1235
Dezembro,Aurora,1264
Janeiro,Horizonte,1082
Novembro,Planalto,109
Novembro,Aurora,942
Setembro,Planalto,1890
Novembro,Progresso,274
Setembro,Litoral,1892
Maio,Litoral,749
Outubro,Litoral,631
Abril,Planalto,1878
Novembro,Planalto,1360
Junho,Horizonte,1043
Dezembro,Litoral,218
Julho,Horizonte,1135
Maio,Litoral,1422
Novembro,Horizonte,1515
Outubro,Horizonte,63
Setembro,Progresso,213
Marco,Horizonte,1493
Julho,Planalto,806
Outubro,Horizonte,1920
Outubro,Litoral,1593
Novembro,Horizonte,1739
Maio,Aurora,1621
Julho,Litoral,1633
Fevereiro,Aurora,1670
Abril,Litoral,1101
Fevereiro,Planalto,1781
Dezembro,Planalto,495
Julho,Planalto,1281
Fevereiro,Aurora,1543
Novembro,Progresso,765
Janeiro,Litoral,1025
Setembro,Planalto,868
Janeiro,Litoral,153
Agosto,Aurora,791
Fevereiro,Progresso,475
Dezembro,Aurora,1174
Agosto,Litoral,1614
Marco,Progresso,688
Junho,Progresso,899
Marco,Aurora,1595
Julho,Planalto,1179
Outubro,Litoral,1752
Setembro,Horizonte,818
Fevereiro,Horizonte,1880
Dezembro,Aurora,326
Dezembro,Litoral,1138
Maio,Litoral,1856
Junho,Aurora,949
Abril,Litoral,237
Abril,Planalto,1390
Abril,Aurora,1989
Fevereiro,Planalto,1211
Abril,Litoral,1416
Novembro,Aurora,154
Janeiro,Litoral,595
Dezembro,Aurora,429
Junho,Litoral,159
Janeiro,Planalto,594
Outubro,Planalto,403
Junho,Litoral,792
Janeiro,Aurora,366
Junho,Horizonte,1339
Outubro,Planalto,1767
Agosto,Planalto,1925
Novembro,Horizonte,1138
Fevereiro,Litoral,382
Fevereiro,Aurora,1586
Dezembro,Litoral,1206
Abril,Progresso,641
Novembro,Planalto,832
Marco,Progresso,1826
Abril,Planalto,589
Dezembro,Planalto,784
Julho,Progresso,1608
Novembro,Progresso,1569
Janeiro,Litoral,670
Junho,Progresso,668
Marco,Litoral,1730
Novembro,Litoral,1442
Outubro,Litoral,1939
Julho,Planalto,958
Outubro,Planalto,1983
Fevereiro,Progresso,1724
Fevereiro,Planalto,1869
Abril,Progresso,1883
Janeiro,Planalto,1041
Marco,Aurora,148
Setembro,Aurora,366
Julho,Progresso,172
Julho,Planalto,1393
Novembro,Planalto,848
Abril,Litoral,1666
Fevereiro,Horizonte,1568
Abril,Progresso,506
Junho,Horizonte,571
Novembro,Horizonte,569
Novembro,Progresso,966
Marco,Planalto,766
Janeiro,Progresso,364
Dezembro,Horizonte,758
Agosto,Planalto,759
Dezembro,Aurora,1615
Maio,Progresso,1552
Maio,Progresso,1986
Novembro,Planalto,1093
Abril,Aurora,609
Junho,Aurora,1018
Marco,Planalto,1203
Setembro,Litoral,1366
Maio,Progresso,1970
Marco,Progresso,1205
Novembro,Horizonte,405
Janeiro,Planalto,1127
Outubro,Horizonte,939
Dezembro,Horizonte,842
Junho,Aurora,1460
Fevereiro,Progresso,314
Marco,Horizonte,1031
Janeiro,Aurora,1288
Setembro,Planalto,1533
Agosto,Horizonte,1531
Dezembro,Progresso,851
Fevereiro,Horizonte,92
Dezembro,Planalto,1659
Novembro,Horizonte,911
Agosto,Progresso,1351
Dezembro,Aurora,1911
Setembro,Progresso,1827
Janeiro,Aurora,1203
Maio,Litoral,399
Agosto,Progresso,1779
Novembro,Progresso,1617
Fevereiro,Planalto,1179
Abril,Horizonte,961
Julho,Aurora,1789
Marco,Aurora,50
Dezembro,Planalto,1830
Maio,Planalto,633
Agosto,Horizonte,481
Dezembro,Horizonte,1379
Outubro,Progresso,1982
Marco,Litoral,1600
Abril,Horizonte,102
Setembro,Planalto,989
Julho,Horizonte,569
Janeiro,Aurora,1403
Dezembro,Litoral,1631
Abril,Progresso,1398
Abril,Aurora,1187
Setembro,Aurora,196
Junho,Litoral,1239
Setembro,Progresso,1452
Dezembro,Planalto,1212
Junho,Progresso,678
Junho,Horizonte,348
Maio,Aurora,1349
Maio,Horizonte,1989
Fevereiro,Planalto,838
Agosto,Horizonte,899
Agosto,Progresso,1898
Novembro,Horizonte,227
Janeiro,Planalto,891
Agosto,Planalto,1427
Maio,Planalto,1227
Fevereiro,Progresso,1999
Fevereiro,Planalto,1274
Junho,Aurora,927
Novembro,Planalto,1188
Setembro,Horizonte,1744
Janeiro,Horizonte,1627
Dezembro,Horizonte,808
Junho,Progresso,1141
Setembro,Horizonte,1518
Agosto,Progresso,494
Novembro,Progresso,1399
Junho,Planalto,1919
Marco,Aurora,757
Agosto,Planalto,651
Setembro,Planalto,1696
Janeiro,Progresso,1953
Dezembro,Progresso,1432
Setembro,Horizonte,194
Junho,Horizonte,324
Junho,Planalto,558
Dezembro,Litoral,1252
Abril,Litoral,802
Janeiro,Horizonte,1911
Outubro,Litoral,1904
Agosto,Horizonte,526
Fevereiro,Progresso,1916
Dezembro,Planalto,1487
Janeiro,Aurora,1226
Fevereiro,Planalto,1177
Janeiro,Horizonte,1148
Janeiro,Horizonte,1201
Setembro,Planalto,1784
Janeiro,Horizonte,715
Abril,Litoral,617
Outubro,Litoral,1863
Junho,Horizonte,1418
Julho,Horizonte,580
Fevereiro,Litoral,208
Junho,Horizonte,1611
Julho,Horizonte,1499
Outubro,Planalto,730
Outubro,Aurora,72
Fevereiro,Litoral,1120
Fevereiro,Planalto,574
Outubro,Aurora,778
Julho,Horizonte,1907
Dezembro,Horizonte,1779
Janeiro,Planalto,193
Agosto,Horizonte,1658
Novembro,Progresso,717
Marco,Planalto,1662
Novembro,Aurora,1492
Junho,Planalto,730
Setembro,Litoral,1022
Junho,Planalto,848
Setembro,Horizonte,134
Julho,Horizonte,465
Setembro,Progresso,743
Fevereiro,Progresso,531
Dezembro,Progresso,505
Agosto,Aurora,876
Agosto,Progresso,346
Fevereiro,Aurora,1185
Dezembro,Progresso,1303
Abril,Aurora,1169
Novembro,Planalto,999
Julho,Planalto,729
Novembro,Horizonte,427
Abril,Aurora,1229
Abril,Litoral,470
Junho,Horizonte,154
Outubro,Planalto,1778
Junho,Aurora,379
Outubro,Progresso,488
Marco,Litoral,1205
Setembro,Planalto,1940
Dezembro,Horizonte,431
Outubro,Aurora,187
Novembro,Litoral,992
Fevereiro,Aurora,892
Junho,Progresso,319
Dezembro,Horizonte,1623
Julho,Aurora,445
Dezembro,Planalto,1630
Setembro,Horizonte,962
Marco,Planalto,513
Outubro,Aurora,1748
Marco,Horizonte,499
Julho,Planalto,1404
Abril,Progresso,1326
Agosto,Progresso,1754
Julho,Aurora,1358
Maio,Horizonte,1347
Julho,Litoral,69
Marco,Horizonte,288
Dezembro,Progresso,1343
Fevereiro,Planalto,467
Junho,Litoral,1383
Fevereiro,Aurora,1104
Marco,Litoral,1899
Junho,Aurora,1177
Maio,Litoral,1755
Agosto,Aurora,235
Setembro,Aurora,1201
Novembro,Litoral,1283
Marco,Litoral,1487
Dezembro,Aurora,1354
Outubro,Progresso,302
Marco,Litoral,68
Marco,Horizonte,761
Junho,Planalto,1805
Janeiro,Aurora,1209
Julho,Aurora,272
Dezembro,Planalto,52
Janeiro,Progresso,1309
Maio,Planalto,903
Outubro,Litoral,1538
Agosto,Planalto,277
Abril,Aurora,962
Maio,Planalto,1727
Abril,Horizonte,548
Dezembro,Litoral,570
Dezembro,Planalto,751
Abril,Aurora,1935
Dezembro,Litoral,966
Agosto,Aurora,1750
Fevereiro,Progresso,1212
Janeiro,Horizonte,1349
Marco,Progresso,340
Setembro,Horizonte,1126
Abril,Planalto,1760
Outubro,Litoral,1183
Maio,Planalto,764
Fevereiro,Horizonte,997
Abril,Horizonte,697
Fevereiro,Horizonte,1077
Fevereiro,Aurora,1740
Abril,Litoral,733
Junho,Planalto,919
Julho,Planalto,1120
Outubro,Progresso,143
Marco,Horizonte,989
Marco,Horizonte,609
Outubro,Horizonte,1825
Junho,Planalto,1932
Dezembro,Progresso,262
Marco,Aurora,485
Fevereiro,Litoral,901
Agosto,Aurora,557
Maio,Planalto,885
Janeiro,Horizonte,700
Marco,Litoral,254
Outubro,Planalto,430
Agosto,Planalto,1146
Abril,Planalto,1589
Julho,Litoral,1149
Outubro,Litoral,1914
Dezembro,Progresso,126
Fevereiro,Progresso,865
Julho,Aurora,817
Maio,Litoral,459
Maio,Litoral,1687
Junho,Litoral,155
Setembro,Progresso,1918
Junho,Planalto,600
Dezembro,Horizonte,1549
Agosto,Progresso,875
Julho,Litoral,1348
Setembro,Progresso,137
Abril,Aurora,1796
Fevereiro,Litoral,930
Julho,Aurora,1150
Junho,Litoral,1150
Janeiro,Progresso,1515
Novembro,Planalto,589
Setembro,Horizonte,294
Setembro,Aurora,627
Dezembro,Progresso,1851
Fevereiro,Planalto,1455
Marco,Progresso,1031
Maio,Aurora,766
Maio,Horizonte,1643
Janeiro,Progresso,1786
Agosto,Litoral,1810
Dezembro,Planalto,191
Agosto,Progresso,942
Abril,Planalto,1441
Julho,Litoral,1157
Novembro,Horizonte,1216
Outubro,Horizonte,401
Marco,Litoral,594
Junho,Planalto,962
Outubro,Progresso,201
Outubro,Litoral,1231
Dezembro,Aurora,1519
Setembro,Planalto,702
Janeiro,Horizonte,1007
Maio,Litoral,812
Abril,Horizonte,1376
Agosto,Planalto,673
Novembro,Horizonte,705
Dezembro,Litoral,499
Janeiro,Planalto,770
Setembro,Aurora,1297
Junho,Litoral,92
Abril,Progresso,313
Dezembro,Litoral,1829
Setembro,Planalto,1076
Novembro,Litoral,1710
Maio,Aurora,1341
Maio,Aurora,645
Dezembro,Progresso,1089
Maio,Horizonte,1407
Janeiro,Planalto,1537
Janeiro,Planalto,1132
Agosto,Horizonte,1062
Dezembro,Aurora,226
Agosto,Aurora,112
Dezembro,Litoral,1007
Junho,Progresso,1052
Dezembro,Progresso,610
Novembro,Progresso,1380
Abril,Litoral,1319
Fevereiro,Progresso,1362
Fevereiro,Horizonte,1871
Setembro,Litoral,1004
Maio,Horizonte,1405
Abril,Litoral,1600
Outubro,Progresso,899
Janeiro,Horizonte,1328
Julho,Horizonte,653
Marco,Horizonte,1583
Junho,Litoral,1864
Maio,Planalto,1791
Maio,Progresso,655
Novembro,Horizonte,1810
Maio,Planalto,1886
Janeiro,Progresso,879
Janeiro,Progresso,1536
Marco,Horizonte,1272
Dezembro,Horizonte,1344
Outubro,Litoral,795
Abril,Planalto,607
Maio,Planalto,113
Fevereiro,Horizonte,1303
Agosto,Progresso,991
Novembro,Horizonte,298
Novembro,Progresso,1319
Fevereiro,Progresso,989
Setembro,Horizonte,1660
Fevereiro,Aurora,206
Setembro,Planalto,784
Julho,Progresso,1775
Agosto,Progresso,1034
Novembro,Aurora,1637
Fevereiro,Litoral,1161
Julho,Aurora,1386
Dezembro,Aurora,1924
Junho,Progresso,1139
Abril,Planalto,711
Julho,Aurora,1093
Abril,Litoral,82
Fevereiro,Horizonte,1913
Outubro,Aurora,1866
Dezembro,Aurora,607
Julho,Litoral,122
Agosto,Planalto,1939
Fevereiro,Aurora,874
Maio,Aurora,1416
Janeiro,Planalto,1206
Julho,Litoral,1128
Agosto,Aurora,110
Junho,Planalto,1930
Maio,Aurora,1593
Junho,Horizonte,321
Fevereiro,Progresso,295
Janeiro,Horizonte,1249
Julho,Aurora,677
Julho,Litoral,1390
Outubro,Progresso,1856
Novembro,Horizonte,754
Outubro,Planalto,711
Fevereiro,Litoral,1204
Fevereiro,Horizonte,1175
Janeiro,Planalto,359
Outubro,Aurora,1855
Agosto,Planalto,1365
Agosto,Horizonte,1795
Janeiro,Horizonte,544
Dezembro,Aurora,1434
Novembro,Planalto,387
Agosto,Planalto,628
Setembro,Aurora,59
Abril,Planalto,98
Janeiro,Aurora,1560
Janeiro,Litoral,672
Marco,Horizonte,1394
Maio,Litoral,780
Maio,Progresso,1642
Setembro,Progresso,844
Outubro,Progresso,1020
