Mes,Subestacao,Consumo(kWh)
Outubro,Horizonte,1846
Setembro,Aurora,1382
Fevereiro,Litoral,1451
Agosto,Planalto,185
Agosto,Planalto,1863
Julho,Aurora,155
Agosto,Horizonte,568
Marco,Planalto,1991
Junho,Planalto,863
Janeiro,Progresso,1615
Julho,Litoral,175
Janeiro,Horizonte,1430
Setembro,Litoral,449
Janeiro,Horizonte,128
Janeiro,Planalto,438
Julho,Progresso,1652
Fevereiro,Litoral,1608
Maio,Planalto,1774
Agosto,Horizonte,123
Agosto,Litoral,1078
Marco,Litoral,1992
Julho,Planalto,1536
Marco,Litoral,131
Junho,Progresso,1610
Junho,Progresso,825
Marco,Planalto,1040
Julho,Horizonte,1478
Marco,Planalto,1587
Agosto,Progresso,327
Outubro,Aurora,889
Abril,Aurora,1928
Janeiro,Litoral,273
Abril,Litoral,1657
Julho,Aurora,1141
Novembro,Progresso,1393
Abril,Litoral,655
Junho,Planalto,68
Setembro,Planalto,689
Janeiro,Progresso,1416
Maio,Litoral,1667
Novembro,Planalto,1839
Julho,Litoral,1806
Janeiro,Litoral,1416
Abril,Planalto,146
Junho,Aurora,1125
Fevereiro,Planalto,224
Outubro,Progresso,1411
Maio,Horizonte,1767
Novembro,Planalto,1426
Outubro,Litoral,1464
Janeiro,Litoral,1188
Junho,Planalto,397
Junho,Horizonte,50
Abril,Planalto,112
Agosto,Horizonte,1833
Abril,Horizonte,1816
Agosto,Progresso,275
Agosto,Litoral,472
Maio,Litoral,1092
Abril,Horizonte,80
Dezembro,Litoral,894
Fevereiro,Aurora,682
Novembro,Horizonte,73
Marco,Litoral,886
Marco,Aurora,1032
Abril,Progresso,1284
Abril,Litoral,210
Outubro,Aurora,1328
Novembro,Planalto,1644
Novembro,Planalto,163
Maio,Aurora,553
Abril,Horizonte,1745
Novembro,Horizonte,1004
Outubro,Litoral,1293
Agosto,Planalto,406
Junho,Horizonte,218
Junho,Horizonte,1597
Agosto,Planalto,1018
Julho,Progresso,291
Outubro,Horizonte,1448
Novembro,Aurora,188
Dezembro,Litoral,146
Outubro,Horizonte,196
Agosto,Horizonte,1255
Fevereiro,Progresso,1130
Setembro,Aurora,1115
Janeiro,Litoral,915
Agosto,Horizonte,1784
Dezembro,Litoral,592
Novembro,Planalto,741
Dezembro,Horizonte,1075
Dezembro,Horizonte,1361
Abril,Planalto,1211
Abril,Progresso,1690
Maio,Horizonte,1585
Agosto,Litoral,953
Maio,Aurora,779
Agosto,Litoral,1295
Outubro,Progresso,380
Janeiro,Aurora,666
Dezembro,Litoral,453
Outubro,Litoral,557
Setembro,Planalto,1989
Junho,Progresso,1200
Marco,Planalto,1338
Agosto,Aurora,1785
Setembro,Planalto,1837
Junho,Progresso,1088
Novembro,Horizonte,275
Julho,Horizonte,1033
Janeiro,Aurora,914
Maio,Horizonte,1178
Maio,Planalto,794
Outubro,Aurora,542
Abril,Progresso,368
Junho,Aurora,1292
Julho,Aurora,1350
Setembro,Litoral,822
Janeiro,Litoral,1966
Junho,Aurora,1414
Julho,Horizonte,501
Marco,Litoral,1442
Agosto,Progresso,993
Maio,Planalto,897
Setembro,Litoral,1066
Maio,Aurora,1547
Setembro,Horizonte,1263
Outubro,Planalto,933
Abril,Litoral,468
Setembro,Horizonte,1783
Maio,Horizonte,914
Outubro,Horizonte,838
Setembro,Aurora,1921
Marco,Progresso,544
Abril,Horizonte,1112
Setembro,Planalto,211
Outubro,Litoral,170
Novembro,Planalto,1965
Junho,Aurora,448
Fevereiro,Aurora,1335
Julho,Planalto,777
Fevereiro,Progresso,1897
Novembro,Aurora,610
Fevereiro,Aurora,653
Novembro,Planalto,1202
Janeiro,Aurora,1906
Novembro,Progresso,589
Novembro,Progresso,405
Dezembro,Progresso,709
Novembro,Litoral,481
Marco,Progresso,1913
Junho,Progresso,1138
Agosto,Litoral,1291
Setembro,Horizonte,612
Julho,Aurora,1500
Abril,Progresso,866
Junho,Aurora,1994
Maio,Planalto,1147
Agosto,Aurora,1533
Janeiro,Litoral,1498
Janeiro,Aurora,760
Novembro,Aurora,1265
Junho,Aurora,1262
Outubro,Horizonte,61
Dezembro,Horizonte,288
Fevereiro,Planalto,1945
Maio,Litoral,1666
Janeiro,Aurora,502
Julho,Aurora,432
Janeiro,Aurora,831
Abril,Aurora,1875
Setembro,Horizonte,97
Janeiro,Planalto,366
Abril,Progresso,258
Junho,Litoral,1620
Junho,Aurora,1192
Dezembro,Planalto,626
Agosto,Progresso,364
Janeiro,Planalto,803
Julho,Horizonte,1109
Janeiro,Progresso,1536
Julho,Planalto,1837
Marco,Horizonte,964
Novembro,Planalto,804
Agosto,Planalto,603
Marco,Progresso,1654
Janeiro,Horizonte,452
Agosto,Aurora,1180
Marco,Litoral,88
Fevereiro,Progresso,630
Janeiro,Horizonte,229
Marco,Planalto,61
Fevereiro,Horizonte,1412
Fevereiro,Litoral,992
Junho,Litoral,1789
Dezembro,Aurora,597
Janeiro,Aurora,1199
Fevereiro,Litoral,112
Junho,Progresso,893
Marco,Progresso,1155
Abril,Planalto,1058
Janeiro,Aurora,1892
Agosto,Planalto,1372
Julho,Aurora,83
Julho,Litoral,801
Marco,Progresso,1682
Outubro,Progresso,98
Outubro,Litoral,707
Marco,Planalto,1710
Fevereiro,Planalto,750
Dezembro,Horizonte,1130
Janeiro,Aurora,1934
Julho,Planalto,158
Julho,Litoral,1590
Dezembro,Planalto,1034
Fevereiro,Progresso,73
Julho,Aurora,270
Agosto,Horizonte,364
Janeiro,Aurora,343
Setembro,Progresso,1083
Julho,Progresso,1750
Marco,Progresso,1069
Agosto,Progresso,1554
Julho,Litoral,1800
Novembro,Horizonte,1067
Agosto,Progresso,687
Junho,Progresso,316
Setembro,Planalto,1865
Maio,Horizonte,137
Marco,Aurora,504
Marco,Horizonte,1699
Janeiro,Horizonte,1606
Dezembro,Horizonte,1221
Agosto,Progresso,806
Fevereiro,Progresso,1851
Marco,Litoral,1802
Agosto,Aurora,480
Agosto,Planalto,1825
Novembro,Horizonte,960
Abril,Aurora,1817
Abril,Aurora,1817
Maio,Litoral,291
Junho,Planalto,751
Maio,Horizonte,951
Julho,Planalto,790
Fevereiro,Litoral,115
Julho,Progresso,1021
Outubro,Aurora,427
Julho,Horizonte,437
Janeiro,Progresso,1864
Julho,Litoral,830
Maio,Planalto,258
Marco,Aurora,1488
Marco,Horizonte,65
Abril,Progresso,1370
Dezembro,Progresso,1035
Fevereiro,Aurora,1293
Fevereiro,Planalto,1842
Janeiro,Litoral,416
Maio,Planalto,829
Abril,Planalto,1302
Novembro,Planalto,1704
Outubro,Aurora,489
Fevereiro,Aurora,739
Marco,Litoral,1605
Julho,Planalto,1523
Julho,Aurora,1109
Dezembro,Litoral,896
Abril,Litoral,471
Maio,Planalto,1991
Maio,Horizonte,1693
Junho,Planalto,1262
Setembro,Horizonte,1251
Fevereiro,Litoral,657
Maio,Aurora,1388
Dezembro,Progresso,69
Marco,Litoral,725
Abril,Aurora,431
Outubro,Litoral,658
Junho,Planalto,192
Dezembro,Horizonte,111
Agosto,Litoral,1315
Janeiro,Aurora,287
Outubro,Planalto,1204
Agosto,Progresso,1678
Novembro,Planalto,1676
Julho,Horizonte,1718
Janeiro,Planalto,1196
Fevereiro,Progresso,1513
Marco,Aurora,976
Janeiro,Litoral,391
Setembro,Horizonte,1492
Agosto,Progresso,1703
Fevereiro,Horizonte,504
Setembro,Planalto,1271
Julho,Horizonte,331
Setembro,Progresso,935
Junho,Litoral,1074
Junho,Litoral,772
Novembro,Horizonte,1848
Abril,Aurora,1405
Outubro,Horizonte,1285
Outubro,Planalto,136
Fevereiro,Litoral,714
Julho,Litoral,911
Maio,Litoral,1772
Novembro,Aurora,110
Junho,Aurora,846
Fevereiro,Progresso,144
Maio,Horizonte,835
Outubro,Horizonte,1626
Abril,Planalto,1220
Setembro,Litoral,1319
Junho,Aurora,1717
Fevereiro,Planalto,1010
Janeiro,Planalto,346
Maio,Aurora,1196
Setembro,Horizonte,1728
Junho,Litoral,743
Outubro,Horizonte,1777
Dezembro,Planalto,1529
Julho,Litoral,448
Maio,Progresso,1792
Outubro,Planalto,995
Junho,Horizonte,1304
Maio,Horizonte,583
Novembro,Horizonte,451
Setembro,Aurora,1665
Junho,Planalto,179
Novembro,Litoral,341
Agosto,Horizonte,325
Fevereiro,Horizonte,961
Dezembro,Aurora,1908
Setembro,Litoral,1449
Maio,Planalto,975
Julho,Progresso,104
Outubro,Aurora,1651
Janeiro,Planalto,788
Outubro,Progresso,1099
Maio,Horizonte,1514
Dezembro,Horizonte,814
Outubro,Litoral,1270
Fevereiro,Progresso,691
Dezembro,Horizonte,1316
Junho,Horizonte,1897
Novembro,Litoral,773
Janeiro,Planalto,1263
Marco,Horizonte,851
Maio,Aurora,787
Abril,Aurora,807
Marco,Planalto,1641
Outubro,Progresso,616
Maio,Litoral,1349
Novembro,Aurora,1891
Agosto,Aurora,1482
Novembro,Planalto,389
Abril,Progresso,202
Janeiro,Progresso,1638
Novembro,Planalto,1471
Julho,Aurora,1517
Agosto,Litoral,1696
Marco,Aurora,1053
Junho,Progresso,476
Fevereiro,Aurora,1052
Julho,Litoral,1560
Agosto,Horizonte,253
Junho,Aurora,1185
Junho,Planalto,374
Maio,Horizonte,1331
Agosto,Planalto,999
Janeiro,Planalto,1601
Outubro,Planalto,1000
Abril,Aurora,1423
Abril,Progresso,988
Marco,Horizonte,1006
Marco,Litoral,1751
Abril,Progresso,1886
Novembro,Aurora,943
Janeiro,Planalto,484
Novembro,Litoral,1499
Novembro,Horizonte,1353
Fevereiro,Progresso,420
Setembro,Progresso,1743
Outubro,Litoral,982
Fevereiro,Aurora,298
Maio,Horizonte,940
Setembro,Litoral,230
Setembro,Planalto,752
Agosto,Horizonte,1048
Janeiro,Progresso,1724
Janeiro,Litoral,127
Setembro,Progresso,968
Novembro,Progresso,934
Agosto,Progresso,385
Outubro,Aurora,99
Setembro,Progresso,134
Julho,Planalto,1768
Marco,Planalto,744
Marco,Horizonte,53
Fevereiro,Progresso,1042
Maio,Progresso,366
Dezembro,Litoral,1184
Dezembro,Aurora,1407
Marco,Horizonte,1924
Junho,Progresso,812
Fevereiro,Litoral,1206
Dezembro,Aurora,661
Marco,Horizonte,1054
Maio,Horizonte,963
Dezembro,Progresso,1757
Novembro,Horizonte,848
Novembro,Litoral,168
Janeiro,Horizonte,399
Janeiro,Planalto,966
Outubro,Litoral,736
Setembro,Aurora,591
Julho,Aurora,1128
Janeiro,Progresso,410
Dezembro,Progresso,757
Agosto,Planalto,1526
Marco,Aurora,1626
Agosto,Aurora,734
Maio,Aurora,379
Janeiro,Aurora,268
Julho,Horizonte,257
Maio,Litoral,1743
Junho,Litoral,894
Junho,Planalto,1813
Agosto,Horizonte,134
Setembro,Aurora,734
Fevereiro,Aurora,294
Setembro,Progresso,921
Dezembro,Progresso,1072
Novembro,Planalto,1758
Outubro,Aurora,1408
Setembro,Planalto,1285
Outubro,Horizonte,645
Outubro,Litoral,734
Julho,Aurora,1256
Janeiro,Horizonte,1206
Julho,Aurora,1063
Outubro,Progresso,1063
Maio,Planalto,1965
Junho,Progresso,1873
Outubro,Litoral,1847
Julho,Progresso,399
Maio,Aurora,331
Julho,Progresso,342
Setembro,Aurora,1342
Marco,Litoral,1934
Agosto,Progresso,1270
Fevereiro,Planalto,1610
Novembro,Planalto,1726
Julho,Planalto,1033
Fevereiro,Progresso,1808
Abril,Progresso,69
Julho,Progresso,808
Marco,Aurora,1913
Fevereiro,Litoral,1786
Novembro,Planalto,454
Outubro,Aurora,1188
Julho,Planalto,1968
Janeiro,Aurora,750
Agosto,Progresso,1029
Marco,Planalto,75
Dezembro,Progresso,615
Dezembro,Planalto,1755
Fevereiro,Horizonte,444
Marco,Aurora,1050
Maio,Horizonte,1454
Novembro,Aurora,572
Agosto,Litoral,1612
Outubro,Planalto,911
Julho,Litoral,1156
Julho,Litoral,851
Dezembro,Aurora,599
Julho,Horizonte,1518
Agosto,Progresso,136
Janeiro,Aurora,882
Abril,Progresso,436
Junho,Litoral,1012
Setembro,Progresso,717
Fevereiro,Horizonte,1471
Janeiro,Aurora,1893
Outubro,Horizonte,335
Dezembro,Horizonte,747
Fevereiro,Aurora,1767
Julho,Horizonte,1014
Marco,Planalto,418
Outubro,Planalto,704
Fevereiro,Planalto,1495
Novembro,Progresso,1791
Julho,Horizonte,703
Fevereiro,Aurora,746
Marco,Aurora,1516
Novembro,Progresso,1826
Julho,Aurora,1593
Abril,Planalto,1073
Janeiro,Horizonte,1657
Maio,Aurora,964
Dezembro,Aurora,337
Setembro,Litoral,144
Agosto,Litoral,718
Dezembro,Litoral,90
Setembro,Horizonte,380
Outubro,Planalto,1886
Setembro,Planalto,1854
Julho,Planalto,1228
Abril,Horizonte,553
Maio,Horizonte,324
Janeiro,Litoral,1739
Janeiro,Aurora,1638
Marco,Progresso,228
Agosto,Progresso,1825
Fevereiro,Aurora,186
Abril,Litoral,816
Fevereiro,Aurora,1037
Maio,Aurora,1809
Setembro,Progresso,1253
Janeiro,Litoral,1255
Maio,Horizonte,1332
Setembro,Progresso,292
Janeiro,Horizonte,1169
Setembro,Litoral,246
Agosto,Aurora,1977
Abril,Planalto,575
Dezembro,Planalto,681
Novembro,Litoral,1460
Outubro,Planalto,457
Maio,Horizonte,1342
Maio,Planalto,1244
Novembro,Litoral,1998
Dezembro,Litoral,1657
Junho,Horizonte,740
Julho,Planalto,219
Agosto,Planalto,208
Agosto,Aurora,1582
Novembro,Progresso,496
Fevereiro,Litoral,1739
Setembro,Aurora,1987
Julho,Litoral,1067
Abril,Aurora,1155
Abril,Progresso,1130
Novembro,Aurora,1592
Agosto,Litoral,161
Abril,Planalto,97
Junho,Litoral,1665
Maio,Horizonte,1960
Marco,Horizonte,425
Outubro,Horizonte,877
Novembro,Horizonte,82
Fevereiro,Progresso,553
Setembro,Planalto,676
Outubro,Planalto,1969
Setembro,Litoral,1076
Janeiro,Aurora,1559
Outubro,Litoral,1589
Marco,Litoral,1941
Agosto,Litoral,1845
Junho,Litoral,91
Maio,Planalto,58
Maio,Aurora,1049
Junho,Litoral,868
Julho,Planalto,706
Janeiro,Litoral,1986
Setembro,Horizonte,1682
Marco,Litoral,1861
Abril,Litoral,1215
Outubro,Progresso,839
Janeiro,Horizonte,1509
Novembro,Aurora,1100
Outubro,Litoral,1116
Marco,Aurora,1204
Fevereiro,Horizonte,1289
Fevereiro,Litoral,1679
Janeiro,Progresso,1593
Agosto,Planalto,647
Marco,Progresso,1418
Marco,Progresso,1581
Junho,Planalto,1723
Agosto,Planalto,1954
Setembro,Planalto,1486
Setembro,Litoral,985
Abril,Aurora,1319
Maio,Aurora,1522
Fevereiro,Planalto,1061
Novembro,Progresso,70
Setembro,Horizonte,1048
Agosto,Planalto,1481
Marco,Progresso,506
Novembro,Progresso,1517
Dezembro,Litoral,1063
Setembro,Litoral,1995
Marco,Aurora,314
Setembro,Aurora,1733
Fevereiro,Horizonte,233
Dezembro,Horizonte,276
Outubro,Horizonte,1877
Setembro,Horizonte,1621
Agosto,Progresso,1319
Setembro,Progresso,1146
Maio,Aurora,1223
Novembro,Litoral,1586
Novembro,Litoral,1142
Fevereiro,Planalto,1018
Agosto,Progresso,854
Dezembro,Horizonte,1303
Junho,Horizonte,772
Agosto,Planalto,1145
Novembro,Litoral,1051
Maio,Horizonte,924
Outubro,Litoral,1681
Fevereiro,Planalto,1470
Junho,Litoral,133
Maio,Litoral,789
Dezembro,Litoral,1372
Dezembro,Horizonte,1821
Maio,Aurora,1366
Janeiro,Progresso,1807
Fevereiro,Litoral,272
Agosto,Litoral,842
Marco,Litoral,782
Outubro,Aurora,1289
Marco,Planalto,1304
Agosto,Horizonte,454
Agosto,Aurora,1242
Fevereiro,Litoral,378
Agosto,Aurora,475
Novembro,Aurora,1627
Janeiro,Aurora,819
Junho,Planalto,1269
Agosto,Progresso,1977
Marco,Horizonte,657
Agosto,Planalto,1902
Dezembro,Planalto,575
Janeiro,Progresso,674
Novembro,Planalto,126
Novembro,Aurora,1350
Setembro,Aurora,969
Novembro,Litoral,995
Setembro,Planalto,515
Maio,Litoral,1521
Outubro,Horizonte,1393
Abril,Aurora,1995
Novembro,Horizonte,1233
Junho,Progresso,541
Dezembro,Aurora,362
Julho,Horizonte,1704
Maio,Progresso,1234
Novembro,Horizonte,357
Outubro,Progresso,1936
Setembro,Progresso,1219
Marco,Aurora,1748
Julho,Litoral,1469
Outubro,Progresso,740
Outubro,Progresso,138
Novembro,Aurora,784
Maio,Litoral,827
Julho,Planalto,800
Fevereiro,Planalto,1381
Abril,Litoral,1619
Fevereiro,Horizonte,420
Dezembro,Aurora,500
Julho,Litoral,216
Fevereiro,Planalto,441
Novembro,Progresso,1710
Janeiro,Planalto,785
Setembro,Progresso,540
Janeiro,Aurora,974
Agosto,Progresso,1223
Fevereiro,Litoral,1541
Dezembro,Progresso,1774
Agosto,Horizonte,1116
Marco,Litoral,994
Junho,Aurora,78
Marco,Litoral,1947
Julho,Horizonte,1705
Outubro,Aurora,1922
Setembro,Planalto,1104
Fevereiro,Horizonte,742
Dezembro,Aurora,1747
Dezembro,Progresso,177
Maio,Litoral,816
Junho,Aurora,1367
Abril,Litoral,490
Abril,Progresso,918
Abril,Aurora,1461
Fevereiro,Planalto,1839
Abril,Horizonte,1715
Novembro,Aurora,573
Janeiro,Progresso,1620
Dezembro,Aurora,1783
Junho,Litoral,809
Janeiro,Aurora,159
Outubro,Planalto,1401
Junho,Aurora,1478
Janeiro,Horizonte,1318
Junho,Aurora,1835
Outubro,Litoral,1951
Agosto,Aurora,1902
Novembro,Planalto,212
Fevereiro,Progresso,609
Fevereiro,Aurora,448
Dezembro,Aurora,632
Abril,Horizonte,448
Novembro,Planalto,1566
Marco,Progresso,1719
Abril,Litoral,288
Dezembro,Aurora,1538
Julho,Progresso,1653
Novembro,Litoral,1863
Janeiro,Planalto,1105
Junho,Planalto,1196
Marco,Progresso,1607
Novembro,Litoral,1740
Outubro,Planalto,159
Julho,Progresso,1344
Outubro,Planalto,1453
Fevereiro,Planalto,349
Fevereiro,Planalto,1700
Abril,Horizonte,1805
Janeiro,Litoral,1051
Marco,Progresso,1815
Setembro,Progresso,813
Julho,Litoral,298
Julho,Litoral,570
Novembro,Litoral,83
Abril,Litoral,277
Fevereiro,Aurora,634
Abril,Progresso,1472
Junho,Aurora,1007
Novembro,Planalto,862
Novembro,Planalto,773
Marco,Progresso,633
Janeiro,Planalto,619
Dezembro,Litoral,269
Agosto,Aurora,1444
Dezembro,Litoral,836
Maio,Planalto,1834
Maio,Aurora,577
Novembro,Litoral,124
Abril,Progresso,1691
Junho,Litoral,185
Marco,Planalto,123
Setembro,Aurora,303
Maio,Progresso,1091
Marco,Aurora,1071
Novembro,Progresso,1116
Janeiro,Aurora,99
Outubro,Planalto,564
Dezembro,Progresso,793
Junho,Horizonte,780
Fevereiro,Aurora,620
Marco,Aurora,1869
Janeiro,Litoral,1887
Setembro,Progresso,625
Agosto,Horizonte,1655
Dezembro,Planalto,1376
Fevereiro,Litoral,1215
Dezembro,Horizonte,952
Novembro,Progresso,251
Agosto,Horizonte,256
Dezembro,Aurora,464
Setembro,Aurora,270
Janeiro,Litoral,1435
Maio,Progresso,807
Agosto,Progresso,1154
Novembro,Horizonte,812
Fevereiro,Litoral,612
Abril,Progresso,1358
Julho,Aurora,418
Marco,Horizonte,1565
Dezembro,Planalto,1984
Maio,Aurora,945
Agosto,Litoral,1419
Dezembro,Progresso,253
Outubro,Aurora,1098
Marco,Planalto,1006
Abril,Planalto,1626
Setembro,Litoral,118
Julho,Aurora,565
Janeiro,Horizonte,1565
Dezembro,Aurora,289
Abril,Planalto,410
Abril,Litoral,1514
Setembro,Litoral,1104
Junho,Horizonte,1972
Setembro,Litoral,1702
Dezembro,Litoral,756
Junho,Litoral,1675
Junho,Litoral,739
Maio,Litoral,706
Maio,Planalto,1787
Fevereiro,Aurora,1395
Agosto,Progresso,393
Agosto,Litoral,1788
Novembro,Progresso,585
Janeiro,Progresso,404
Agosto,Planalto,1544
Maio,Litoral,977
Fevereiro,Progresso,1032
Fevereiro,Litoral,154
Junho,Horizonte,1860
Novembro,Horizonte,1395
Setembro,Horizonte,1645
Janeiro,Progresso,1956
Dezembro,Horizonte,1011
Junho,Planalto,576
Setembro,Planalto,553
Agosto,Progresso,1158
Novembro,Litoral,980
Junho,Aurora,758
Marco,Litoral,284
Agosto,Litoral,1996
Setembro,Litoral,1929
Janeiro,Litoral,1336
Dezembro,Aurora,1079
Setembro,Horizonte,543
Junho,Litoral,1966
Junho,Planalto,1362
Dezembro,Progresso,1643
Abril,Progresso,1730
Janeiro,Planalto,927
Outubro,Litoral,1627
Agosto,Aurora,1423
Fevereiro,Horizonte,1273
Dezembro,Progresso,1759
Janeiro,Horizonte,1016
Fevereiro,Aurora,1015
Janeiro,Progresso,1013
Janeiro,Horizonte,946
Setembro,Aurora,1408
Janeiro,Horizonte,1680
Abril,Litoral,266
Outubro,Aurora,672
Junho,Horizonte,402
Julho,Litoral,741
Fevereiro,Litoral,724
Junho,Aurora,680
Julho,Planalto,374
Outubro,Progresso,950
Outubro,Aurora,1301
Fevereiro,Litoral,1218
Fevereiro,Litoral,357
Outubro,Aurora,703
Julho,Planalto,1707
Dezembro,Progresso,334
Janeiro,Horizonte,441
Agosto,Aurora,1811
Novembro,Progresso,409
Marco,Progresso,818
Novembro,Litoral,846
Junho,Horizonte,981
Setembro,Aurora,214
Junho,Litoral,782
Setembro,Litoral,630
Julho,Planalto,870
Setembro,Progresso,1297
Fevereiro,Aurora,173
Dezembro,Aurora,393
Agosto,Aurora,1924
Agosto,Litoral,573
Fevereiro,Planalto,1125
Dezembro,Horizonte,178
Abril,Litoral,1208
Novembro,Horizonte,706
Julho,Planalto,1200
Novembro,Progresso,787
Abril,Aurora,988
Abril,Horizonte,120
Junho,Litoral,322
Outubro,Horizonte,1260
Junho,Progresso,1076
Outubro,Aurora,1358
Marco,Horizonte,71
Setembro,Progresso,215
Dezembro,Litoral,1383
Outubro,Planalto,924
Novembro,Litoral,1550
Fevereiro,Aurora,547
Junho,Litoral,483
Dezembro,Litoral,807
Julho,Litoral,283
Dezembro,Litoral,886
Setembro,Aurora,1743
Marco,Progresso,712
Outubro,Horizonte,774
Marco,Planalto,425
Julho,Horizonte,779
Abril,Horizonte,1319
Agosto,Planalto,352
Julho,Aurora,454
Maio,Planalto,1861
Julho,Aurora,1736
Marco,Horizonte,757
Dezembro,Aurora,966
Fevereiro,Progresso,70
Junho,Planalto,306
Fevereiro,Progresso,448
Marco,Horizonte,1602
Junho,Planalto,100
Maio,Horizonte,496
Agosto,Progresso,1343
Setembro,Horizonte,876
Novembro,Planalto,644
Marco,Planalto,867
Dezembro,Horizonte,685
Outubro,Planalto,1875
Marco,Planalto,1335
Marco,Horizonte,1438
Junho,Progresso,1122
Janeiro,Planalto,1591
Julho,Planalto,1702
Dezembro,Planalto,1191
Janeiro,Planalto,1526
Maio,Horizonte,824
Outubro,Progresso,1938
Agosto,Progresso,1022
Abril,Aurora,1959
Maio,Planalto,1714
Abril,Planalto,446
Dezembro,Aurora,732
Dezembro,Progresso,1100
Abril,Litoral,760
Dezembro,Litoral,1445
Agosto,Progresso,1972
Fevereiro,Planalto,1899
Janeiro,Litoral,1930
Marco,Horizonte,1170
Setembro,Horizonte,578
Abril,Aurora,734
Outubro,Progresso,662
Maio,Progresso,235
Fevereiro,Litoral,745
Abril,Planalto,264
Fevereiro,Progresso,1324
Fevereiro,Litoral,265
Abril,Litoral,78
Junho,Progresso,151
Julho,Litoral,172
Outubro,Aurora,103
Marco,Aurora,1356
Marco,Progresso,1687
Outubro,Planalto,1190
Junho,Aurora,665
Dezembro,Aurora,606
Marco,Progresso,163
Fevereiro,Horizonte,904
Agosto,Litoral,1616
Maio,Aurora,725
Janeiro,Horizonte,1026
Marco,Planalto,750
Outubro,Horizonte,1366
Agosto,Progresso,1268
Abril,Planalto,341
Julho,Planalto,1960
Outubro,Horizonte,310
Dezembro,Progresso,1280
Fevereiro,Aurora,613
Julho,Horizonte,98
Maio,Aurora,1079
Maio,Horizonte,428
Junho,Aurora,1467
Setembro,Horizonte,1959
Junho,Planalto,273
Dezembro,Litoral,1096
Agosto,Planalto,1057
Julho,Aurora,706
Setembro,Progresso,159
Abril,Planalto,773
Fevereiro,Litoral,1885
Julho,Aurora,602
Junho,Planalto,1472
Janeiro,Horizonte,1245
Novembro,Progresso,1055
Setembro,Aurora,747
Setembro,Planalto,775
Dezembro,Aurora,355
Fevereiro,Horizonte,1637
Marco,Litoral,1655
Maio,Planalto,1781
Maio,Aurora,1008
Janeiro,Aurora,1003
Agosto,Aurora,1224
Dezembro,Litoral,1501
Agosto,Aurora,670
Abril,Progresso,1540
Julho,Progresso,679
Novembro,Aurora,926
Outubro,Progresso,1680
Marco,Planalto,1841
Junho,Progresso,605
Outubro,Aurora,116
Outubro,Horizonte,1229
Dezembro,Planalto,884
Setembro,Litoral,255
Janeiro,Aurora,835
Maio,Litoral,204
Abril,Horizonte,1764
Agosto,Litoral,1582
Novembro,Aurora,1645
Dezembro,Aurora,1147
Janeiro,Horizonte,1122
Setembro,Aurora,832
Junho,Horizonte,1540
Abril,Horizonte,634
Dezembro,Aurora,757
Setembro,Progresso,1984
Novembro,Horizonte,228
Maio,Aurora,1121
Maio,Progresso,1145
Dezembro,Horizonte,162
Maio,Progresso,806
Janeiro,Planalto,946
Janeiro,Planalto,1976
Agosto,Progresso,870
Dezembro,Horizonte,208
Agosto,Aurora,835
Dezembro,Litoral,1853
Junho,Aurora,1889
Dezembro,Litoral,1103
Novembro,Litoral,1170
Abril,Horizonte,300
Fevereiro,Progresso,1592
Fevereiro,Aurora,1165
Setembro,Progresso,162
Maio,Planalto,308
Abril,Horizonte,156
Outubro,Horizonte,624
Janeiro,Planalto,1463
Julho,Aurora,1040
Marco,Planalto,1431
Junho,Aurora,1856
Maio,Litoral,1272
Maio,Horizonte,476
Novembro,Aurora,1551
Maio,Progresso,908
Janeiro,Progresso,1922
Janeiro,Horizonte,1576
Marco,Planalto,1731
Dezembro,Planalto,967
Outubro,Aurora,1646
Abril,Planalto,1193
Maio,Horizonte,1646
Fevereiro,Aurora,1382
Agosto,Litoral,1611
Novembro,Planalto,676
Novembro,Planalto,524
Fevereiro,Aurora,601
Setembro,Progresso,393
Fevereiro,Planalto,677
Setembro,Horizonte,185
Julho,Planalto,326
Agosto,Litoral,1884
Novembro,Planalto,1606
Fevereiro,Progresso,1972
Julho,Planalto,80
Dezembro,Aurora,296
Junho,Planalto,460
Abril,Progresso,76
Julho,Aurora,122
Abril,Horizonte,1170
Fevereiro,Aurora,722
Outubro,Litoral,1419
Dezembro,Aurora,525
Julho,Horizonte,1373
Agosto,Planalto,1372
Fevereiro,Aurora,336
Maio,Aurora,1958
Janeiro,Aurora,1522
Julho,Aurora,261
Agosto,Horizonte,1149
Junho,Progresso,450
Maio,Progresso,704
Junho,Aurora,1107
Fevereiro,Horizonte,547
Janeiro,Horizonte,897
Julho,Aurora,1589
Julho,Litoral,1401
Outubro,Aurora,147
Novembro,Litoral,415
Outubro,Aurora,1802
Fevereiro,Litoral,512
Fevereiro,Litoral,77
Janeiro,Aurora,762
Outubro,Litoral,1459
Agosto,Planalto,322
Agosto,Progresso,875
Janeiro,Horizonte,1200
Dezembro,Litoral,251
Novembro,Litoral,1594
Agosto,Horizonte,1360
Setembro,Litoral,499
Abril,Horizonte,1161
Janeiro,Aurora,1391
Janeiro,Planalto,68
Marco,Planalto,1666
Maio,Progresso,1180
Maio,Litoral,1531
Setembro,Progresso,360
Outubro,Aurora,461
Dezembro,Planalto,791
Fevereiro,Aurora,673
Fevereiro,Aurora,781
