Mes,Subestacao,Consumo(kWh)
Agosto,Horizonte,424
Julho,Horizonte,1132
Agosto,Litoral,1116
Marco,Horizonte,256
Junho,Aurora,829
Janeiro,Planalto,1369
Julho,Planalto,1191
Janeiro,Progresso,581
Setembro,Aurora,1295
Janeiro,Horizonte,215
Janeiro,Planalto,692
Julho,Aurora,1229
Fevereiro,Planalto,1257
Maio,Horizonte,139
Agosto,Planalto,1167
Agosto,Progresso,62
Marco,Progresso,1022
Julho,Planalto,1907
Marco,Aurora,854
Junho,Aurora,994
Junho,Aurora,791
Marco,Planalto,1907
Julho,Aurora,1877
Marco,Horizonte,1511
Agosto,Progresso,1611
Outubro,Horizonte,1660
Abril,Aurora,925
Janeiro,Horizonte,1884
Abril,Aurora,1223
Julho,Planalto,709
Novembro,Horizonte,1081
Abril,Planalto,1102
Junho,Planalto,345
Setembro,Litoral,1035
Janeiro,Aurora,975
Maio,Progresso,1794
Novembro,Aurora,689
Julho,Progresso,389
Janeiro,Aurora,677
Abril,Planalto,488
Junho,Horizonte,1217
Fevereiro,Horizonte,991
Outubro,Litoral,879
Maio,Progresso,1820
Novembro,Progresso,568
Outubro,Progresso,1025
Janeiro,Planalto,1118
Junho,Progresso,1004
Junho,Horizonte,1312
Abril,Planalto,1001
Agosto,Aurora,993
Abril,Progresso,204
Agosto,Progresso,1254
Agosto,Aurora,1288
Maio,Progresso,137
Abril,Aurora,1329
Dezembro,Planalto,1584
Fevereiro,Horizonte,1146
Novembro,Aurora,980
Marco,Litoral,228
Marco,Aurora,261
Abril,Progresso,1878
Abril,Planalto,1307
Outubro,Planalto,514
Novembro,Aurora,1824
Novembro,Horizonte,1296
Maio,Litoral,680
Abril,Planalto,874
Novembro,Progresso,1337
Outubro,Progresso,1280
Agosto,Horizonte,656
Junho,Planalto,934
Junho,Aurora,1807
Agosto,Progresso,415
Julho,Horizonte,325
Outubro,Planalto,429
Novembro,Planalto,1816
Dezembro,Planalto,1382
Outubro,Planalto,1704
Agosto,Planalto,1341
Fevereiro,Progresso,994
Setembro,Horizonte,1858
Janeiro,Planalto,1137
Agosto,Litoral,859
Dezembro,Litoral,1423
Novembro,Horizonte,974
Dezembro,Aurora,1988
Dezembro,Aurora,543
Abril,Aurora,1596
Abril,Litoral,1171
Maio,Aurora,1144
Agosto,Progresso,413
Maio,Planalto,619
Agosto,Litoral,1875
Outubro,Horizonte,812
Janeiro,Horizonte,325
Dezembro,Planalto,99
Outubro,Litoral,1431
Setembro,Aurora,777
Junho,Aurora,955
Marco,Progresso,977
Agosto,Progresso,613
Setembro,Aurora,832
Junho,Horizonte,534
Novembro,Horizonte,1157
Julho,Progresso,1972
Janeiro,Planalto,1878
Maio,Aurora,1711
Maio,Progresso,1881
Outubro,Progresso,633
Abril,Aurora,1369
Junho,Aurora,285
Julho,Horizonte,105
Setembro,Planalto,1992
Janeiro,Planalto,409
Junho,Aurora,1980
Julho,Litoral,159
Marco,Progresso,241
Agosto,Progresso,953
Maio,Aurora,1166
Setembro,Litoral,911
Maio,Horizonte,617
Setembro,Aurora,1133
Outubro,Aurora,699
Abril,Progresso,88
Setembro,Aurora,1613
Maio,Aurora,1122
Outubro,Aurora,1493
Setembro,Progresso,686
Marco,Horizonte,1086
Abril,Horizonte,85
Setembro,Aurora,150
Outubro,Progresso,1867
Novembro,Horizonte,1159
Junho,Horizonte,1589
Fevereiro,Horizonte,1296
Julho,Progresso,1411
Fevereiro,Progresso,215
Novembro,Aurora,432
Fevereiro,Planalto,1929
Novembro,Horizonte,1968
Janeiro,Planalto,1449
Novembro,Progresso,1544
Novembro,Progresso,839
Dezembro,Progresso,1715
Novembro,Planalto,80
Marco,Progresso,1448
Junho,Aurora,60
Agosto,Progresso,1375
Setembro,Litoral,145
Julho,Planalto,1263
Abril,Litoral,502
Junho,Progresso,241
Maio,Aurora,535
Agosto,Horizonte,1339
Janeiro,Progresso,1497
Janeiro,Aurora,1201
Novembro,Planalto,287
Junho,Litoral,1993
Outubro,Litoral,1428
Dezembro,Litoral,1185
Fevereiro,Planalto,1901
Maio,Aurora,1519
Janeiro,Planalto,1416
Julho,Litoral,1218
Janeiro,Progresso,1138
Abril,Horizonte,1320
Setembro,Planalto,784
Janeiro,Planalto,1040
Abril,Aurora,1563
Junho,Aurora,874
Junho,Planalto,1512
Dezembro,Litoral,155
Agosto,Horizonte,230
Janeiro,Aurora,233
Julho,Litoral,275
Janeiro,Progresso,826
Julho,Aurora,839
Marco,Litoral,1982
Novembro,Litoral,1162
Agosto,Horizonte,737
Marco,Horizonte,579
Janeiro,Progresso,1444
Agosto,Litoral,1021
Marco,Litoral,985
Fevereiro,Horizonte,1986
Janeiro,Aurora,1472
Marco,Aurora,155
Fevereiro,Planalto,1344
Fevereiro,Horizonte,880
Junho,Planalto,1576
Dezembro,Horizonte,728
Janeiro,Progresso,1598
Fevereiro,Litoral,898
Junho,Progresso,1105
Marco,Horizonte,442
Abril,Litoral,89
Janeiro,Aurora,709
Agosto,Aurora,1291
Julho,Planalto,1804
Julho,Horizonte,1030
Marco,Horizonte,1155
Outubro,Aurora,894
Outubro,Progresso,1793
Marco,Litoral,250
Fevereiro,Progresso,496
Dezembro,Progresso,1917
Janeiro,Aurora,1501
Julho,Aurora,1111
Julho,Aurora,1284
Dezembro,Planalto,493
Fevereiro,Progresso,1400
Julho,Horizonte,810
Agosto,Litoral,276
Janeiro,Planalto,97
Setembro,Horizonte,1091
Julho,Progresso,961
Marco,Aurora,1512
Agosto,Progresso,1880
Julho,Litoral,1781
Novembro,Planalto,236
Agosto,Planalto,394
Junho,Litoral,273
Setembro,Horizonte,879
Maio,Horizonte,537
Marco,Planalto,1982
Marco,Planalto,926
Janeiro,Aurora,898
Dezembro,Horizonte,1302
Agosto,Litoral,1463
Fevereiro,Horizonte,1028
Marco,Aurora,1662
Agosto,Planalto,1066
Agosto,Planalto,237
Novembro,Aurora,1931
Abril,Litoral,319
Abril,Planalto,1680
Maio,Progresso,359
Junho,Planalto,1205
Maio,Progresso,1624
Julho,Aurora,1145
Fevereiro,Aurora,1866
Julho,Planalto,894
Outubro,Horizonte,1745
Julho,Progresso,1260
Janeiro,Litoral,535
Julho,Planalto,1264
Maio,Litoral,1495
Marco,Planalto,169
Marco,Horizonte,269
Abril,Horizonte,102
Dezembro,Horizonte,1807
Fevereiro,Horizonte,1524
Fevereiro,Aurora,1485
Janeiro,Aurora,1716
Maio,Progresso,1310
Abril,Litoral,807
Novembro,Planalto,787
Outubro,Planalto,769
Fevereiro,Aurora,455
Marco,Planalto,657
Julho,Aurora,1070
Julho,Progresso,471
Dezembro,Litoral,761
Abril,Progresso,296
Maio,Horizonte,121
Maio,Horizonte,1903
Junho,Horizonte,234
Setembro,Progresso,55
Fevereiro,Planalto,1279
Maio,Litoral,1617
Dezembro,Horizonte,1684
Marco,Horizonte,955
Abril,Horizonte,436
Outubro,Litoral,1841
Junho,Horizonte,748
Dezembro,Litoral,1149
Agosto,Horizonte,1250
Janeiro,Progresso,876
Outubro,Progresso,1872
Agosto,Litoral,398
Novembro,Progresso,1328
Julho,Litoral,1910
Janeiro,Progresso,1775
Fevereiro,Progresso,357
Marco,Litoral,1418
Janeiro,Planalto,1200
Setembro,Progresso,336
Agosto,Horizonte,815
Fevereiro,Planalto,774
Setembro,Litoral,811
Julho,Planalto,1669
Setembro,Aurora,1560
Junho,Aurora,432
Junho,Progresso,1479
Novembro,Progresso,437
Abril,Horizonte,574
Outubro,Planalto,1630
Outubro,Aurora,688
Fevereiro,Progresso,987
Julho,Planalto,1699
Maio,Progresso,325
Novembro,Progresso,549
Junho,Aurora,766
Fevereiro,Aurora,386
Maio,Progresso,981
Outubro,Litoral,530
Abril,Progresso,1970
Setembro,Progresso,960
Junho,Horizonte,1346
Fevereiro,Horizonte,1993
Janeiro,Horizonte,1131
Maio,Litoral,1401
Setembro,Litoral,1804
Junho,Progresso,158
Outubro,Horizonte,1352
Dezembro,Litoral,1759
Julho,Aurora,377
Maio,Progresso,1849
Outubro,Planalto,364
Junho,Progresso,1547
Maio,Planalto,1184
Novembro,Horizonte,748
Setembro,Planalto,830
Junho,Horizonte,1302
Novembro,Aurora,1570
Agosto,Planalto,205
Fevereiro,Progresso,1546
Dezembro,Horizonte,1774
Setembro,Progresso,1345
Maio,Litoral,936
Julho,Horizonte,1075
Outubro,Planalto,807
Janeiro,Horizonte,771
Outubro,Progresso,1584
Maio,Aurora,962
Dezembro,Horizonte,1359
Outubro,Planalto,920
Fevereiro,Litoral,62
Dezembro,Aurora,657
Junho,Litoral,547
Novembro,Horizonte,1806
Janeiro,Progresso,287
Marco,Progresso,1167
Maio,Planalto,1411
Abril,Progresso,830
Marco,Aurora,1244
Outubro,Progresso,655
Maio,Planalto,710
Novembro,Horizonte,1697
Agosto,Horizonte,1640
Novembro,Progresso,898
Abril,Litoral,985
Janeiro,Horizonte,1540
Novembro,Progresso,677
Julho,Planalto,192
Agosto,Progresso,1274
Marco,Horizonte,1253
Junho,Planalto,763
Fevereiro,Progresso,1437
Julho,Aurora,528
Agosto,Planalto,614
Junho,Aurora,520
Junho,Litoral,433
Maio,Planalto,1765
Agosto,Aurora,975
Janeiro,Horizonte,466
Outubro,Horizonte,1898
Abril,Litoral,357
Abril,Planalto,698
Marco,Planalto,1767
Marco,Planalto,1440
Abril,Litoral,1074
Novembro,Planalto,1117
Janeiro,Horizonte,788
Novembro,Aurora,1916
Novembro,Horizonte,1171
Fevereiro,Horizonte,1793
Setembro,Aurora,1338
Outubro,Horizonte,1873
Fevereiro,Litoral,1856
Maio,Aurora,189
Setembro,Horizonte,1554
Setembro,Progresso,1310
Agosto,Horizonte,1023
Janeiro,Litoral,1066
Janeiro,Planalto,1002
Setembro,Horizonte,953
Novembro,Planalto,121
Agosto,Progresso,1740
Outubro,Horizonte,1263
Setembro,Aurora,1341
Julho,Planalto,1394
Marco,Progresso,156
Marco,Aurora,1305
Fevereiro,Aurora,1115
Maio,Aurora,1775
Dezembro,Aurora,932
Dezembro,Horizonte,188
Marco,Horizonte,664
Junho,Horizonte,1756
Fevereiro,Progresso,912
Dezembro,Progresso,322
Marco,Progresso,1554
Maio,Litoral,465
Dezembro,Progresso,555
Novembro,Horizonte,782
Novembro,Horizonte,1798
Janeiro,Litoral,1926
Janeiro,Litoral,473
Outubro,Progresso,1480
Setembro,Planalto,1641
Julho,Litoral,439
Janeiro,Aurora,391
Dezembro,Horizonte,995
Agosto,Aurora,663
Marco,Horizonte,542
Agosto,Horizonte,241
Maio,Litoral,548
Janeiro,Litoral,871
Julho,Aurora,1785
Maio,Horizonte,1306
Junho,Aurora,276
Junho,Planalto,1444
Agosto,Aurora,188
Setembro,Progresso,905
Fevereiro,Aurora,866
Setembro,Progresso,1222
Dezembro,Progresso,1188
Novembro,Progresso,1523
Outubro,Planalto,1136
Setembro,Aurora,153
Outubro,Aurora,1924
Outubro,Planalto,920
Julho,Horizonte,717
Janeiro,Litoral,322
Julho,Aurora,1079
Outubro,Litoral,1220
Maio,Planalto,233
Junho,Horizonte,1101
Outubro,Horizonte,1623
Julho,Horizonte,1192
Maio,Planalto,342
Julho,Progresso,1444
Setembro,Progresso,1317
Marco,Litoral,1653
Agosto,Progresso,1799
Fevereiro,Progresso,1291
Novembro,Horizonte,226
Julho,Horizonte,1372
Fevereiro,Litoral,1749
Abril,Aurora,107
Julho,Litoral,1342
Marco,Litoral,357
Fevereiro,Planalto,1643
Novembro,Planalto,1361
Outubro,Litoral,1026
Julho,Litoral,1178
Janeiro,Litoral,1301
Agosto,Progresso,1320
Marco,Planalto,749
Dezembro,Litoral,1567
Dezembro,Horizonte,132
Fevereiro,Horizonte,1259
Marco,Progresso,301
Maio,Progresso,1428
Novembro,Aurora,1823
Agosto,Aurora,1945
Outubro,Aurora,1769
Julho,Progresso,845
Julho,Progresso,946
Dezembro,Progresso,259
Julho,Horizonte,865
Agosto,Progresso,1881
Janeiro,Horizonte,658
Abril,Aurora,496
Junho,Aurora,509
Setembro,Aurora,1017
Fevereiro,Litoral,521
Janeiro,Litoral,1793
Outubro,Planalto,419
Dezembro,Planalto,949
Fevereiro,Planalto,1565
Julho,Litoral,972
Marco,Litoral,186
Outubro,Planalto,416
Fevereiro,Planalto,961
Novembro,Progresso,233
Julho,Planalto,1661
Fevereiro,Progresso,1360
Marco,Horizonte,521
Novembro,Litoral,1448
Julho,Planalto,703
Abril,Litoral,798
Janeiro,Litoral,586
Maio,Litoral,1584
Dezembro,Horizonte,851
Setembro,Aurora,1652
Agosto,Planalto,1323
Dezembro,Aurora,969
Setembro,Aurora,559
Outubro,Aurora,679
Setembro,Litoral,1051
Julho,Progresso,1146
Abril,Litoral,1355
Maio,Litoral,965
Janeiro,Aurora,1433
Janeiro,Litoral,1083
Marco,Aurora,1284
Agosto,Progresso,1908
Fevereiro,Planalto,201
Abril,Aurora,1078
Fevereiro,Progresso,1268
Maio,Planalto,1356
Setembro,Horizonte,513
Janeiro,Aurora,1186
Maio,Aurora,320
Setembro,Horizonte,1236
Janeiro,Horizonte,509
Setembro,Aurora,154
Agosto,Horizonte,1766
Abril,Litoral,1629
Dezembro,Planalto,1355
Novembro,Planalto,1760
Outubro,Planalto,211
Maio,Litoral,400
Maio,Horizonte,483
Novembro,Progresso,901
Dezembro,Horizonte,189
Junho,Aurora,1544
Julho,Planalto,1205
Agosto,Horizonte,136
Agosto,Progresso,1761
Novembro,Aurora,232
Fevereiro,Litoral,417
Setembro,Litoral,178
Julho,Progresso,1319
Abril,Aurora,1674
Abril,Planalto,1651
Novembro,Horizonte,719
Agosto,Aurora,1972
Abril,Litoral,1451
Junho,Progresso,198
Maio,Progresso,1034
Marco,Horizonte,901
Outubro,Progresso,1506
Novembro,Progresso,677
Fevereiro,Aurora,1799
Setembro,Planalto,1542
Outubro,Horizonte,495
Setembro,Aurora,1554
Janeiro,Planalto,933
Outubro,Aurora,343
Marco,Aurora,1838
Agosto,Progresso,1216
Junho,Planalto,299
Maio,Horizonte,927
Maio,Horizonte,997
Junho,Planalto,1024
Julho,Progresso,1375
Janeiro,Litoral,1098
Setembro,Aurora,838
Marco,Progresso,1033
Abril,Planalto,938
Outubro,Aurora,939
Janeiro,Horizonte,1974
Novembro,Litoral,119
Outubro,Horizonte,674
Marco,Planalto,924
Fevereiro,Aurora,1185
Fevereiro,Planalto,1437
Janeiro,Aurora,1376
Agosto,Progresso,520
Marco,Litoral,140
Marco,Progresso,579
Junho,Progresso,710
Agosto,Planalto,788
Setembro,Litoral,775
Setembro,Aurora,921
Abril,Aurora,1736
Maio,Horizonte,241
Fevereiro,Aurora,1625
Novembro,Planalto,1315
Setembro,Progresso,187
Agosto,Progresso,394
Marco,Progresso,1253
Novembro,Litoral,1058
Dezembro,Aurora,1785
Setembro,Planalto,552
Marco,Litoral,252
Setembro,Horizonte,622
Fevereiro,Planalto,241
Dezembro,Planalto,54
Outubro,Planalto,1963
Setembro,Progresso,1310
Agosto,Planalto,1766
Setembro,Aurora,360
Maio,Planalto,598
Novembro,Progresso,105
Novembro,Planalto,492
Fevereiro,Horizonte,1310
Agosto,Horizonte,919
Dezembro,Progresso,1934
Junho,Aurora,1270
Agosto,Aurora,634
Novembro,Litoral,1644
Maio,Progresso,801
Outubro,Planalto,1587
Fevereiro,Progresso,1522
Junho,Litoral,409
Maio,Progresso,1773
Dezembro,Progresso,868
Dezembro,Litoral,79
Maio,Aurora,1852
Janeiro,Planalto,157
Fevereiro,Litoral,893
Agosto,Horizonte,1675
Marco,Aurora,766
Outubro,Horizonte,940
Marco,Aurora,1009
Agosto,Planalto,1518
Agosto,Planalto,942
Fevereiro,Progresso,1511
Agosto,Horizonte,781
Novembro,Aurora,1963
Janeiro,Planalto,655
Junho,Litoral,506
Agosto,Planalto,664
Marco,Litoral,1808
Agosto,Aurora,747
Dezembro,Planalto,1769
Janeiro,Planalto,1568
Novembro,Aurora,723
Novembro,Planalto,1320
Setembro,Litoral,592
Novembro,Planalto,1637
Setembro,Horizonte,906
Maio,Progresso,1661
Outubro,Litoral,946
Abril,Horizonte,1512
Novembro,Aurora,327
Junho,Litoral,601
Dezembro,Progresso,1686
Julho,Progresso,160
Maio,Aurora,434
Novembro,Aurora,1906
Outubro,Litoral,810
Setembro,Planalto,1264
Marco,Aurora,1563
Julho,Planalto,743
Outubro,Horizonte,1499
Outubro,Progresso,454
Novembro,Planalto,1408
Maio,Progresso,1282
Julho,Planalto,71
Fevereiro,Horizonte,727
Abril,Aurora,660
Fevereiro,Horizonte,1281
Dezembro,Aurora,57
Julho,Aurora,751
Fevereiro,Progresso,1760
Novembro,Horizonte,1858
Janeiro,Planalto,578
Setembro,Horizonte,651
Janeiro,Progresso,1726
Agosto,Aurora,706
Fevereiro,Progresso,215
Dezembro,Litoral,898
Agosto,Litoral,545
Marco,Planalto,639
Junho,Progresso,478
Marco,Planalto,823
Julho,Planalto,212
Outubro,Litoral,415
Setembro,Planalto,1599
Fevereiro,Litoral,1312
Dezembro,Aurora,121
Dezembro,Progresso,1518
Maio,Planalto,704
Junho,Litoral,1895
Abril,Horizonte,1582
Abril,Planalto,1868
Abril,Aurora,318
Fevereiro,Aurora,1826
Abril,Horizonte,464
Novembro,Litoral,1318
Janeiro,Planalto,1065
Dezembro,Litoral,724
Junho,Aurora,1133
Janeiro,Litoral,55
Outubro,Aurora,1782
Junho,Litoral,1031
Janeiro,Horizonte,619
Junho,Progresso,1890
Outubro,Horizonte,456
Agosto,Horizonte,1290
Novembro,Progresso,75
Fevereiro,Progresso,1888
Fevereiro,Planalto,1078
Dezembro,Planalto,1035
Abril,Horizonte,1605
Novembro,Horizonte,439
Marco,Aurora,759
Abril,Aurora,620
Dezembro,Planalto,1521
Julho,Planalto,803
Novembro,Aurora,195
Janeiro,Aurora,1461
Junho,Litoral,834
Marco,Litoral,1322
Novembro,Aurora,575
Outubro,Litoral,1535
Julho,Progresso,62
Outubro,Planalto,952
Fevereiro,Planalto,433
Fevereiro,Aurora,605
Abril,Horizonte,936
Janeiro,Aurora,1472
Marco,Litoral,68
Setembro,Horizonte,624
Julho,Litoral,1564
Julho,Progresso,800
Novembro,Litoral,1053
Abril,Progresso,468
Fevereiro,Progresso,1410
Abril,Litoral,468
Junho,Litoral,1988
Novembro,Progresso,1989
Novembro,Horizonte,1685
Marco,Progresso,1748
Janeiro,Planalto,171
Dezembro,Progresso,481
Agosto,Horizonte,93
Dezembro,Planalto,1945
Maio,Aurora,1993
Maio,Aurora,1390
Novembro,Horizonte,430
Abril,Progresso,194
Junho,Litoral,1400
Marco,Horizonte,412
Setembro,Planalto,1123
Maio,Planalto,1138
Marco,Aurora,404
Novembro,Planalto,849
Janeiro,Horizonte,1237
Outubro,Planalto,1214
Dezembro,Horizonte,875
Junho,Litoral,1201
Fevereiro,Aurora,447
Marco,Planalto,929
Janeiro,Horizonte,512
Setembro,Progresso,1824
Agosto,Aurora,1909
Dezembro,Litoral,857
Fevereiro,Horizonte,236
Dezembro,Litoral,1793
Novembro,Litoral,781
Agosto,Planalto,1985
Dezembro,Planalto,1263
Setembro,Horizonte,1461
Janeiro,Progresso,478
Maio,Horizonte,907
Agosto,Progresso,1357
Novembro,Litoral,1937
Fevereiro,Aurora,286
Abril,Horizonte,1267
Julho,Horizonte,1360
Marco,Progresso,820
Dezembro,Litoral,807
Maio,Litoral,185
Agosto,Progresso,841
Dezembro,Litoral,1856
Outubro,Planalto,220
Marco,Aurora,208
Abril,Horizonte,250
Setembro,Aurora,1560
Julho,Horizonte,1630
Janeiro,Planalto,1011
Dezembro,Litoral,1849
Abril,Progresso,632
Abril,Planalto,1577
Setembro,Aurora,925
Junho,Progresso,420
Setembro,Litoral,152
Dezembro,Planalto,1051
Junho,Progresso,1198
Junho,Planalto,1386
Maio,Planalto,1025
Maio,Litoral,847
Fevereiro,Horizonte,1531
Agosto,Progresso,1303
Agosto,Litoral,707
Novembro,Planalto,931
Janeiro,Litoral,1270
Agosto,Horizonte,1958
Maio,Progresso,782
Fevereiro,Horizonte,472
Fevereiro,Aurora,621
Junho,Progresso,1683
Novembro,Horizonte,220
Setembro,Planalto,1455
Janeiro,Progresso,222
Dezembro,Progresso,712
Junho,Litoral,502
Setembro,Planalto,399
Agosto,Aurora,1975
Novembro,Horizonte,1707
Junho,Litoral,543
Marco,Horizonte,669
Agosto,Aurora,1077
Setembro,Aurora,1166
Janeiro,Progresso,968
Dezembro,Aurora,55
Setembro,Horizonte,337
Junho,Planalto,1691
Junho,Planalto,1219
Dezembro,Progresso,1856
Abril,Horizonte,1497
Janeiro,Horizonte,1963
Outubro,Aurora,657
Agosto,Horizonte,506
Fevereiro,Litoral,1814
Dezembro,Aurora,1275
Janeiro,Litoral,1285
Fevereiro,Progresso,1079
Janeiro,Planalto,673
Janeiro,Progresso,425
Setembro,Planalto,1964
Janeiro,Progresso,496
Abril,Horizonte,884
Outubro,Litoral,1179
Junho,Planalto,1724
Julho,Aurora,860
Fevereiro,Litoral,1474
Junho,Aurora,1169
Julho,Litoral,1461
Outubro,Litoral,1008
Outubro,Progresso,1525
Fevereiro,Planalto,898
Fevereiro,Planalto,858
Outubro,Litoral,1028
Julho,Horizonte,1974
Dezembro,Horizonte,465
Janeiro,Aurora,775
Agosto,Aurora,1577
Novembro,Progresso,503
Marco,Litoral,1364
Novembro,Aurora,1607
Junho,Aurora,1266
Setembro,Litoral,199
Junho,Progresso,1953
Setembro,Aurora,808
Julho,Progresso,828
Setembro,Planalto,1022
Fevereiro,Progresso,812
Dezembro,Horizonte,1051
Agosto,Horizonte,1588
Agosto,Progresso,1466
Fevereiro,Horizonte,1389
Dezembro,Planalto,125
Abril,Litoral,648
Novembro,Horizonte,1343
Julho,Horizonte,274
Novembro,Progresso,1603
Abril,Planalto,162
Abril,Litoral,300
Junho,Progresso,1306
Outubro,Progresso,890
Junho,Planalto,1864
Outubro,Litoral,763
Marco,Planalto,1156
Setembro,Litoral,174
Dezembro,Planalto,1248
Outubro,Progresso,1142
Novembro,Progresso,1120
Fevereiro,Aurora,933
Junho,Horizonte,1329
Dezembro,Planalto,1800
Julho,Aurora,79
Dezembro,Horizonte,330
Setembro,Planalto,973
Marco,Litoral,1310
Outubro,Horizonte,1321
Marco,Progresso,417
Julho,Aurora,544
Abril,Horizonte,1098
Agosto,Horizonte,1659
Julho,Progresso,767
Maio,Planalto,1563
Julho,Litoral,1066
Marco,Progresso,1567
Dezembro,Litoral,1387
