Mes,Subestacao,Consumo(kWh)
Dezembro,Aurora,1250
Novembro,Horizonte,1236
Fevereiro,Progresso,197
Fevereiro,Litoral,1365
Dezembro,Aurora,419
Agosto,Progresso,1732
Agosto,Planalto,729
Outubro,Litoral,158
Junho,Aurora,394
Maio,Planalto,1443
Agosto,Litoral,71
Abril,Litoral,1266
Novembro,Aurora,1066
Abril,Aurora,1840
Maio,Aurora,788
Janeiro,Progresso,200
Janeiro,Litoral,1737
Fevereiro,Horizonte,1368
Agosto,Planalto,136
Julho,Aurora,1111
Outubro,Litoral,688
Setembro,Planalto,1248
Maio,Horizonte,440
Fevereiro,Planalto,1176
Julho,Horizonte,1501
Agosto,Aurora,762
Dezembro,Progresso,270
Julho,Horizonte,1242
Julho,Aurora,668
Dezembro,Planalto,1499
Maio,Planalto,635
Fevereiro,Planalto,1536
Junho,Progresso,1633
Abril,Litoral,427
Outubro,Horizonte,1657
Fevereiro,Litoral,1054
Dezembro,Planalto,1562
Setembro,Progresso,455
Julho,Aurora,1264
Junho,Progresso,1514
Dezembro,Litoral,899
Maio,Planalto,233
Marco,Horizonte,1491
Dezembro,Progresso,1608
Outubro,Litoral,1101
Outubro,Litoral,218
Abril,Aurora,1083
Marco,Horizonte,1893
Dezembro,Litoral,156
Novembro,Horizonte,361
Agosto,Planalto,1992
Marco,Progresso,187
Julho,Litoral,804
Julho,Planalto,1522
Julho,Aurora,1577
Julho,Horizonte,1102
Fevereiro,Planalto,1503
Outubro,Horizonte,1114
Marco,Horizonte,758
Outubro,Litoral,1885
Setembro,Horizonte,1102
Marco,Planalto,677
Fevereiro,Aurora,99
Setembro,Litoral,546
Outubro,Progresso,1093
Setembro,Aurora,752
Abril,Planalto,57
Dezembro,Litoral,1802
Setembro,Horizonte,754
Marco,Aurora,1173
Julho,Litoral,1373
Julho,Progresso,833
Novembro,Progresso,1142
Agosto,Progresso,483
Outubro,Litoral,164
Abril,Aurora,1454
Marco,Horizonte,702
Marco,Aurora,754
Dezembro,Horizonte,1913
Maio,Aurora,434
Novembro,Aurora,581
Janeiro,Litoral,1688
Outubro,Progresso,932
Marco,Progresso,714
Junho,Progresso,334
Marco,Progresso,1780
Maio,Aurora,550
Setembro,Progresso,302
Fevereiro,Aurora,323
Novembro,Horizonte,1446
Fevereiro,Planalto,515
Dezembro,Planalto,1929
Junho,Horizonte,1514
Junho,Aurora,631
Novembro,Progresso,1165
Novembro,Litoral,623
Agosto,Aurora,1637
Dezembro,Aurora,639
Novembro,Horizonte,203
Fevereiro,Horizonte,1784
Setembro,Litoral,1835
Fevereiro,Progresso,316
Janeiro,Planalto,582
Outubro,Progresso,246
Fevereiro,Progresso,208
Dezembro,Aurora,1630
Julho,Litoral,1182
Agosto,Aurora,1265
Maio,Horizonte,1868
Junho,Planalto,1810
Dezembro,Litoral,1747
Janeiro,Litoral,611
Junho,Progresso,1685
Dezembro,Aurora,1311
Agosto,Progresso,432
Marco,Progresso,1782
Novembro,Litoral,459
Janeiro,Planalto,1121
Novembro,Horizonte,1509
Abril,Progresso,1968
Janeiro,Planalto,1044
Agosto,Progresso,389
Maio,Planalto,1151
Janeiro,Aurora,1206
Agosto,Horizonte,445
Setembro,Litoral,574
Outubro,Aurora,1313
Fevereiro,Progresso,396
Setembro,Progresso,524
Agosto,Horizonte,1601
Julho,Horizonte,1508
Marco,Horizonte,885
Fevereiro,Progresso,446
Julho,Progresso,963
Maio,Litoral,798
Junho,Horizonte,1661
Abril,Planalto,1732
Fevereiro,Litoral,1666
Setembro,Planalto,1371
Marco,Aurora,248
Dezembro,Horizonte,966
Julho,Litoral,287
Agosto,Litoral,230
Fevereiro,Aurora,1074
Junho,Aurora,1727
Novembro,Aurora,1716
Agosto,Litoral,1425
Julho,Progresso,1594
Novembro,Planalto,1340
Marco,Planalto,1480
Janeiro,Aurora,1743
Junho,Progresso,992
Agosto,Progresso,1192
Junho,Aurora,310
Maio,Horizonte,1615
Novembro,Litoral,804
Dezembro,Horizonte,779
Agosto,Progresso,373
Fevereiro,Aurora,652
Dezembro,Litoral,974
Janeiro,Planalto,222
Janeiro,Progresso,407
Abril,Litoral,807
Junho,Litoral,1720
Setembro,Horizonte,705
Janeiro,Planalto,889
Dezembro,Horizonte,650
Janeiro,Horizonte,1033
Maio,Horizonte,730
Outubro,Horizonte,1562
Maio,Progresso,1764
Maio,Planalto,1128
Outubro,Horizonte,1265
Junho,Progresso,740
Agosto,Progresso,582
Marco,Litoral,1180
Setembro,Litoral,491
Janeiro,Aurora,129
Abril,Progresso,794
Setembro,Aurora,992
Agosto,Progresso,1724
Outubro,Horizonte,1006
Setembro,Horizonte,761
Janeiro,Aurora,660
Setembro,Horizonte,927
Marco,Horizonte,1719
Novembro,Litoral,1302
Dezembro,Horizonte,1276
Outubro,Litoral,1741
Setembro,Planalto,1755
Janeiro,Progresso,1509
Janeiro,Litoral,1852
Setembro,Litoral,759
Novembro,Litoral,1487
Junho,Progresso,745
Abril,Progresso,255
Julho,Progresso,1918
Maio,Horizonte,1684
Outubro,Litoral,558
Julho,Progresso,951
Agosto,Planalto,817
Agosto,Progresso,1122
Janeiro,Aurora,210
Agosto,Aurora,1212
Junho,Litoral,1394
Abril,Litoral,1996
Dezembro,Litoral,975
Agosto,Horizonte,554
Marco,Aurora,735
Abril,Aurora,1355
Junho,Litoral,717
Novembro,Aurora,410
Julho,Aurora,721
Abril,Horizonte,1275
Abril,Planalto,1085
Julho,Litoral,294
Junho,Planalto,301
Novembro,Planalto,424
Agosto,Horizonte,533
Janeiro,Aurora,1052
Outubro,Litoral,1159
Novembro,Progresso,1729
Julho,Planalto,1840
Dezembro,Planalto,632
Julho,Horizonte,741
Novembro,Planalto,149
Julho,Planalto,947
Julho,Planalto,1786
Outubro,Horizonte,1309
Outubro,Aurora,911
Agosto,Planalto,1229
Setembro,Litoral,239
Setembro,Planalto,1742
Fevereiro,Planalto,816
Julho,Litoral,1284
Julho,Horizonte,551
Abril,Progresso,427
Setembro,Litoral,1037
Agosto,Progresso,1946
Dezembro,Aurora,873
Janeiro,Aurora,586
Fevereiro,Planalto,910
Fevereiro,Planalto,520
Dezembro,Horizonte,1066
Dezembro,Progresso,763
Novembro,Aurora,1114
Agosto,Aurora,1718
Janeiro,Planalto,808
Abril,Planalto,1072
Outubro,Horizonte,678
Dezembro,Planalto,530
Maio,Planalto,289
Setembro,Horizonte,1519
Julho,Planalto,1192
Agosto,Planalto,1709
Novembro,Planalto,410
Setembro,Progresso,1718
Julho,Aurora,117
Maio,Litoral,470
Maio,Aurora,175
Outubro,Progresso,1397
Novembro,Litoral,778
Junho,Aurora,1105
Maio,Horizonte,831
Dezembro,Progresso,524
Novembro,Horizonte,395
Setembro,Horizonte,1264
Marco,Aurora,1197
Marco,Litoral,505
Julho,Planalto,335
Julho,Planalto,254
Junho,Progresso,529
Marco,Horizonte,294
Julho,Progresso,732
Maio,Aurora,230
Julho,Horizonte,1894
Fevereiro,Planalto,1358
Junho,Aurora,1544
Agosto,Aurora,1229
Janeiro,Progresso,429
Abril,Progresso,1663
Novembro,Litoral,1275
Janeiro,Planalto,1060
Janeiro,Planalto,1250
Outubro,Progresso,553
Dezembro,Planalto,303
Novembro,Planalto,1708
Agosto,Aurora,1163
Julho,Horizonte,469
Dezembro,Horizonte,1829
Outubro,Litoral,688
Janeiro,Horizonte,332
Novembro,Planalto,490
Fevereiro,Aurora,1741
Abril,Horizonte,159
Janeiro,Planalto,1487
Marco,Planalto,552
Agosto,Progresso,1885
Agosto,Progresso,476
Agosto,Horizonte,616
Junho,Progresso,1068
Junho,Planalto,1161
Maio,Planalto,154
Setembro,Progresso,972
Abril,Aurora,1714
Outubro,Progresso,571
Dezembro,Aurora,943
Dezembro,Progresso,1628
Dezembro,Planalto,118
Julho,Planalto,442
Janeiro,Progresso,1908
Setembro,Litoral,1358
Julho,Aurora,563
Outubro,Litoral,387
Dezembro,Planalto,941
Setembro,Aurora,1087
Julho,Progresso,623
Fevereiro,Aurora,1128
Junho,Aurora,590
Outubro,Horizonte,310
Dezembro,Aurora,1449
Novembro,Planalto,799
Abril,Litoral,246
Marco,Litoral,600
Fevereiro,Progresso,1224
Junho,Horizonte,784
Agosto,Litoral,301
Junho,Litoral,547
Setembro,Aurora,1857
Maio,Planalto,1479
Fevereiro,Planalto,1804
Agosto,Progresso,974
Setembro,Planalto,1014
Outubro,Litoral,805
Abril,Aurora,1213
Junho,Planalto,62
Novembro,Horizonte,683
Outubro,Horizonte,1199
Agosto,Horizonte,953
Setembro,Planalto,1695
Dezembro,Aurora,201
Maio,Planalto,269
Dezembro,Litoral,1878
Junho,Planalto,396
Novembro,Horizonte,725
Abril,Horizonte,634
Maio,Aurora,1088
Julho,Progresso,1388
Setembro,Horizonte,1823
Outubro,Horizonte,1846
Novembro,Progresso,1549
Junho,Planalto,576
Junho,Horizonte,1173
Agosto,Aurora,451
Novembro,Planalto,1799
Abril,Planalto,694
Marco,Horizonte,1927
Julho,Planalto,1730
Maio,Planalto,1991
Fevereiro,Aurora,134
Fevereiro,Planalto,1695
Novembro,Horizonte,264
Junho,Horizonte,1265
Agosto,Progresso,1741
Janeiro,Litoral,1293
Novembro,Progresso,1666
Junho,Aurora,388
Dezembro,Aurora,62
Fevereiro,Horizonte,542
Fevereiro,Litoral,606
Julho,Progresso,851
Outubro,Litoral,1824
Janeiro,Horizonte,1767
Junho,Planalto,1618
Julho,Horizonte,1184
Agosto,Horizonte,961
Julho,Litoral,1116
Junho,Aurora,1518
Setembro,Planalto,143
Marco,Planalto,948
Novembro,Aurora,396
Junho,Litoral,1388
Abril,Litoral,177
Fevereiro,Aurora,1477
Janeiro,Progresso,167
Dezembro,Litoral,304
Dezembro,Aurora,1745
Janeiro,Progresso,454
Novembro,Horizonte,95
Outubro,Planalto,550
Marco,Aurora,304
Abril,Litoral,546
Fevereiro,Planalto,1961
Dezembro,Progresso,171
Novembro,Planalto,947
Novembro,Aurora,519
Novembro,Horizonte,760
Janeiro,Progresso,1435
Abril,Progresso,1275
Julho,Progresso,997
Outubro,Planalto,1074
Novembro,Horizonte,641
Junho,Aurora,666
Junho,Aurora,1741
Novembro,Planalto,1953
Setembro,Aurora,750
Fevereiro,Aurora,1413
Abril,Horizonte,1483
Maio,Planalto,1071
Janeiro,Planalto,1152
Agosto,Progresso,1200
Agosto,Aurora,143
Junho,Litoral,1853
Dezembro,Horizonte,176
Maio,Horizonte,1203
Agosto,Litoral,763
Marco,Progresso,1164
Marco,Litoral,1449
Fevereiro,Litoral,70
Maio,Progresso,1128
Marco,Litoral,961
Marco,Progresso,1110
Junho,Aurora,1159
Agosto,Progresso,1368
Fevereiro,Planalto,730
Abril,Planalto,327
Novembro,Litoral,610
Julho,Planalto,706
Janeiro,Progresso,459
Janeiro,Aurora,1174
Dezembro,Progresso,855
Outubro,Horizonte,1495
Julho,Litoral,1882
Julho,Aurora,686
Janeiro,Litoral,1179
Janeiro,Horizonte,802
Abril,Planalto,1908
Maio,Horizonte,1701
Maio,Planalto,1658
Abril,Litoral,1394
Agosto,Litoral,1001
Julho,Litoral,1476
Setembro,Progresso,63
Julho,Aurora,537
Outubro,Progresso,163
Janeiro,Horizonte,1837
Julho,Aurora,1303
Janeiro,Litoral,1139
Julho,Litoral,1528
Outubro,Litoral,1751
Agosto,Planalto,604
Novembro,Horizonte,1320
Setembro,Progresso,938
Dezembro,Horizonte,815
Marco,Planalto,1293
Abril,Planalto,443
Abril,Horizonte,1418
Dezembro,Planalto,686
Setembro,Aurora,1607
Julho,Litoral,124
Marco,Progresso,1649
Outubro,Planalto,153
Maio,Progresso,555
Julho,Litoral,1630
Agosto,Horizonte,535
Janeiro,Litoral,1787
Dezembro,Progresso,323
Fevereiro,Aurora,560
Julho,Horizonte,1056
Novembro,Planalto,1142
Fevereiro,Aurora,60
Julho,Litoral,1484
Setembro,Progresso,1958
Novembro,Progresso,844
Fevereiro,Progresso,493
Julho,Litoral,469
Abril,Horizonte,830
Novembro,Planalto,1696
Fevereiro,Aurora,1485
Julho,Litoral,1395
Maio,Progresso,1592
Janeiro,Planalto,145
Maio,Progresso,1476
Dezembro,Litoral,576
Dezembro,Progresso,392
Marco,Litoral,1673
Julho,Progresso,1375
Junho,Litoral,1185
Agosto,Progresso,357
Maio,Planalto,585
Fevereiro,Planalto,103
Setembro,Progresso,742
Novembro,Progresso,1641
Agosto,Litoral,327
Junho,Litoral,1307
Outubro,Litoral,1833
Julho,Horizonte,247
Setembro,Progresso,1504
Julho,Progresso,309
Marco,Progresso,211
Junho,Progresso,228
Novembro,Litoral,280
Novembro,Litoral,1868
Julho,Horizonte,1052
Fevereiro,Litoral,1479
Marco,Progresso,800
Abril,Progresso,1767
Outubro,Aurora,1985
Junho,Litoral,1681
Janeiro,Aurora,618
Setembro,Progresso,502
Maio,Litoral,108
Dezembro,Progresso,1370
Julho,Aurora,1234
Setembro,Aurora,734
Setembro,Planalto,916
Janeiro,Planalto,118
Janeiro,Litoral,1480
Marco,Litoral,1247
Junho,Litoral,406
Fevereiro,Litoral,1968
Outubro,Litoral,1361
Dezembro,Litoral,1637
Novembro,Litoral,1279
Janeiro,Aurora,934
Janeiro,Aurora,1106
Maio,Aurora,502
Abril,Progresso,1002
Janeiro,Horizonte,1236
Abril,Progresso,1819
Marco,Litoral,282
Fevereiro,Horizonte,160
Setembro,Aurora,535
Novembro,Aurora,1899
Janeiro,Planalto,775
Julho,Litoral,119
Abril,Litoral,552
Maio,Planalto,679
Outubro,Progresso,1049
Maio,Planalto,1171
Janeiro,Litoral,1129
Junho,Aurora,1845
Setembro,Planalto,371
Fevereiro,Horizonte,1978
Julho,Aurora,1423
Junho,Progresso,1967
Maio,Aurora,708
Abril,Progresso,1648
Abril,Aurora,1773
Junho,Litoral,1508
Abril,Progresso,1402
Maio,Progresso,1206
Junho,Planalto,449
Maio,Aurora,1547
Julho,Progresso,1976
Setembro,Progresso,1587
Outubro,Aurora,895
Julho,Aurora,1232
Julho,Horizonte,391
Abril,Planalto,466
Janeiro,Progresso,1625
Agosto,Aurora,1058
Abril,Progresso,1200
Janeiro,Horizonte,748
Maio,Horizonte,1808
Agosto,Progresso,1924
Abril,Planalto,439
Dezembro,Litoral,479
Agosto,Progresso,857
Agosto,Horizonte,816
Marco,Planalto,1244
Setembro,Aurora,927
Marco,Planalto,1019
Janeiro,Planalto,1570
Fevereiro,Progresso,573
Junho,Planalto,1419
Dezembro,Aurora,821
Outubro,Progresso,1188
Fevereiro,Horizonte,876
Junho,Aurora,98
Janeiro,Progresso,1846
Novembro,Progresso,430
Janeiro,Litoral,911
Maio,Aurora,457
Outubro,Planalto,1951
Novembro,Aurora,1944
Setembro,Aurora,182
Agosto,Litoral,1846
Marco,Planalto,1273
Marco,Litoral,1319
Janeiro,Litoral,532
Marco,Litoral,1640
Dezembro,Aurora,242
Dezembro,Litoral,755
Dezembro,Horizonte,568
Novembro,Planalto,64
Janeiro,Planalto,639
Agosto,Litoral,989
Janeiro,Aurora,206
Maio,Progresso,1699
Setembro,Progresso,1587
Julho,Aurora,747
Abril,Litoral,1400
Novembro,Litoral,1851
Setembro,Horizonte,1029
Setembro,Progresso,1546
Fevereiro,Progresso,360
Outubro,Planalto,1675
Outubro,Litoral,1499
Novembro,Aurora,1527
Dezembro,Litoral,501
Junho,Litoral,1598
Abril,Horizonte,214
Agosto,Aurora,1209
Dezembro,Horizonte,301
Novembro,Horizonte,601
Julho,Horizonte,1934
Julho,Horizonte,1676
Novembro,Litoral,186
Outubro,Planalto,1023
Setembro,Litoral,686
Maio,Horizonte,1517
Junho,Horizonte,1788
Janeiro,Planalto,266
Junho,Progresso,1160
Fevereiro,Aurora,955
Junho,Horizonte,894
Setembro,Horizonte,967
Agosto,Litoral,794
Setembro,Horizonte,1049
Outubro,Horizonte,546
Agosto,Aurora,745
Marco,Litoral,1247
Agosto,Progresso,1475
Junho,Horizonte,634
Junho,Horizonte,1927
Junho,Progresso,166
Marco,Planalto,1704
Outubro,Progresso,1388
Janeiro,Progresso,366
Dezembro,Litoral,544
Abril,Progresso,545
Outubro,Litoral,1509
Dezembro,Progresso,314
Junho,Horizonte,1307
Novembro,Horizonte,1904
Dezembro,Planalto,1009
Outubro,Progresso,63
Fevereiro,Aurora,381
Julho,Progresso,281
Julho,Aurora,1346
Novembro,Progresso,1602
Abril,Litoral,1380
Abril,Horizonte,489
Janeiro,Aurora,969
Fevereiro,Aurora,291
Setembro,Progresso,1918
Outubro,Horizonte,674
Agosto,Planalto,85
Agosto,Aurora,1391
Setembro,Horizonte,1091
Julho,Horizonte,1574
Setembro,Aurora,1807
Outubro,Litoral,1965
Dezembro,Litoral,616
Fevereiro,Progresso,1435
Junho,Progresso,428
Marco,Horizonte,685
Novembro,Aurora,1499
Junho,Litoral,1558
Marco,Horizonte,882
Agosto,Litoral,1855
Novembro,Aurora,315
Abril,Litoral,941
Dezembro,Planalto,1846
Outubro,Progresso,967
Junho,Litoral,1818
Setembro,Aurora,398
Fevereiro,Aurora,1954
Fevereiro,Planalto,1316
Julho,Aurora,1553
Fevereiro,Planalto,1580
Fevereiro,Horizonte,1424
Abril,Litoral,214
Setembro,Aurora,210
Agosto,Progresso,1295
Fevereiro,Litoral,1176
Agosto,Planalto,1682
Abril,Litoral,59
Fevereiro,Litoral,1521
Novembro,Aurora,235
Outubro,Progresso,752
Julho,Horizonte,1236
Junho,Progresso,1964
Outubro,Planalto,1634
Maio,Progresso,1578
Novembro,Progresso,205
Janeiro,Planalto,1128
Fevereiro,Progresso,539
Agosto,Horizonte,186
Janeiro,Litoral,1050
Marco,Horizonte,1020
Fevereiro,Litoral,734
Maio,Litoral,460
Abril,Progresso,977
Julho,Litoral,1498
Maio,Planalto,171
Agosto,Horizonte,1734
Abril,Litoral,1405
Dezembro,Progresso,1080
Junho,Progresso,839
Abril,Progresso,1681
Fevereiro,Aurora,999
Janeiro,Horizonte,628
Janeiro,Progresso,125
Agosto,Planalto,1259
Abril,Progresso,510
Maio,Aurora,1415
Novembro,Horizonte,1009
Agosto,Litoral,219
Dezembro,Horizonte,279
Julho,Litoral,1382
Agosto,Litoral,1101
Agosto,Progresso,619
Junho,Planalto,822
Outubro,Planalto,655
Fevereiro,Progresso,1256
Junho,Aurora,529
Janeiro,Litoral,877
Janeiro,Planalto,94
Novembro,Horizonte,1029
Marco,Aurora,1962
Marco,Progresso,965
Novembro,Aurora,1946
Maio,Planalto,555
Janeiro,Progresso,698
Outubro,Planalto,1336
Junho,Litoral,184
Julho,Aurora,1803
Outubro,Litoral,402
Dezembro,Horizonte,1123
Novembro,Litoral,1808
Marco,Aurora,1693
Abril,Horizonte,1599
Outubro,Planalto,800
Novembro,Horizonte,404
Outubro,Aurora,1295
Dezembro,Progresso,340
Outubro,Horizonte,240
Outubro,Planalto,580
Outubro,Horizonte,1914
Marco,Litoral,364
Janeiro,Progresso,1923
Agosto,Aurora,1393
Outubro,Progresso,754
Outubro,Litoral,561
Fevereiro,Progresso,66
Janeiro,Litoral,263
Agosto,Horizonte,1341
Julho,Aurora,1384
Julho,Litoral,963
Abril,Litoral,457
Novembro,Horizonte,280
Setembro,Litoral,1205
Junho,Aurora,136
Fevereiro,Planalto,558
Janeiro,Progresso,1589
Janeiro,Litoral,838
Setembro,Progresso,76
Abril,Progresso,1596
Maio,Planalto,1263
Marco,Litoral,1393
Abril,Aurora,649
Dezembro,Litoral,716
Agosto,Progresso,172
Abril,Horizonte,497
Setembro,Planalto,1621
Setembro,Aurora,652
Junho,Aurora,1832
Fevereiro,Progresso,1549
Dezembro,Aurora,111
Outubro,Progresso,480
Novembro,Aurora,275
Julho,Aurora,1969
Setembro,Progresso,1395
Junho,Planalto,346
Marco,Aurora,267
Julho,Litoral,1502
Maio,Horizonte,128
Janeiro,Progresso,814
Marco,Aurora,585
Maio,Planalto,452
Julho,Litoral,1784
Marco,Progresso,1922
Junho,Litoral,1569
Maio,Horizonte,1141
Janeiro,Planalto,1557
Outubro,Progresso,345
Junho,Progresso,143
Agosto,Aurora,241
Janeiro,Litoral,741
Fevereiro,Progresso,1756
Abril,Litoral,410
Dezembro,Horizonte,1263
Fevereiro,Aurora,1512
Novembro,Horizonte,475
Setembro,Aurora,492
Outubro,Aurora,1121
Agosto,Litoral,351
Agosto,Aurora,1638
Abril,Horizonte,169
Maio,Horizonte,1393
Abril,Horizonte,837
Setembro,Litoral,1711
Fevereiro,Litoral,462
Novembro,Planalto,1196
Agosto,Progresso,103
Fevereiro,Planalto,1291
Janeiro,Planalto,388
Outubro,Aurora,185
Marco,Aurora,535
Setembro,Planalto,69
Dezembro,Progresso,1583
Marco,Planalto,1522
Setembro,Litoral,1387
Julho,Horizonte,1138
Outubro,Planalto,1492
Janeiro,Aurora,1721
Outubro,Progresso,697
Maio,Aurora,589
Setembro,Litoral,656
Dezembro,Aurora,989
Marco,Aurora,65
Setembro,Progresso,508
Maio,Progresso,369
Setembro,Aurora,1023
Outubro,Aurora,470
Junho,Planalto,1197
Setembro,Litoral,594
Julho,Planalto,569
Julho,Progresso,794
Agosto,Planalto,1875
Julho,Planalto,702
Dezembro,Aurora,833
Setembro,Aurora,1877
Novembro,Litoral,743
Setembro,Horizonte,408
Junho,Horizonte,1798
Julho,Planalto,1922
Fevereiro,Litoral,600
Setembro,Litoral,1192
Dezembro,Progresso,486
Janeiro,Aurora,1619
Janeiro,Progresso,835
Marco,Horizonte,1626
Dezembro,Litoral,1562
Junho,Horizonte,156
Maio,Aurora,1813
Fevereiro,Aurora,1109
Setembro,Aurora,552
Outubro,Horizonte,1334
Abril,Litoral,1101
Abril,Progresso,994
Maio,Litoral,246
Agosto,Litoral,373
Outubro,Planalto,1204
Abril,Litoral,618
Maio,Progresso,1253
Dezembro,Planalto,372
Abril,Litoral,505
Junho,Planalto,584
Dezembro,Litoral,1655
Marco,Aurora,332
Agosto,Aurora,391
Junho,Litoral,467
Outubro,Planalto,810
Maio,Progresso,242
Fevereiro,Aurora,1061
Outubro,Planalto,341
Outubro,Progresso,908
Julho,Planalto,570
Fevereiro,Litoral,413
Janeiro,Aurora,1828
Julho,Aurora,586
Maio,Aurora,127
Janeiro,Litoral,1475
Abril,Progresso,1058
Dezembro,Progresso,1064
Abril,Aurora,515
Outubro,Progresso,290
Julho,Aurora,332
Setembro,Progresso,1594
Fevereiro,Aurora,765
Dezembro,Progresso,1769
Janeiro,Planalto,1188
Fevereiro,Aurora,96
Julho,Aurora,899
Outubro,Horizonte,738
Junho,Aurora,1727
Abril,Progresso,123
Janeiro,Planalto,1669
Janeiro,Planalto,839
Maio,Progresso,748
Janeiro,Litoral,1235
Dezembro,Aurora,1889
Julho,Planalto,407
Novembro,Progresso,1526
Janeiro,Planalto,79
Janeiro,Planalto,1074
Fevereiro,Progresso,587
Novembro,Horizonte,248
Dezembro,Planalto,312
Outubro,Planalto,414
Marco,Litoral,54
Novembro,Horizonte,645
Janeiro,Litoral,1955
Setembro,Progresso,497
Outubro,Aurora,1933
Agosto,Progresso,72
Maio,Horizonte,1721
Novembro,Progresso,1504
Fevereiro,Horizonte,1281
Maio,Litoral,218
Junho,Planalto,993
Janeiro,Progresso,887
Novembro,Progresso,508
Abril,Planalto,1406
Setembro,Progresso,1267
Fevereiro,Progresso,1459
Maio,Aurora,1392
Janeiro,Aurora,1982
Abril,Planalto,772
Abril,Litoral,1814
Junho,Progresso,424
Outubro,Progresso,1354
Setembro,Litoral,929
Marco,Progresso,1047
Setembro,Litoral,1311
Junho,Planalto,665
Julho,Planalto,1923
Dezembro,Litoral,558
Outubro,Litoral,1614
Fevereiro,Horizonte,598
Novembro,Aurora,1916
Outubro,Aurora,286
Junho,Progresso,730
Junho,Progresso,416
Fevereiro,Litoral,798
Fevereiro,Litoral,392
Fevereiro,Aurora,648
Outubro,Progresso,596
Dezembro,Aurora,1076
Janeiro,Planalto,1248
Maio,Aurora,239
Agosto,Aurora,835
Fevereiro,Litoral,362
Maio,Progresso,997
Dezembro,Planalto,634
Agosto,Aurora,1633
Outubro,Aurora,69
Maio,Litoral,1033
Fevereiro,Horizonte,258
Marco,Progresso,158
Junho,Progresso,957
Novembro,Progresso,466
Novembro,Aurora,176
Maio,Aurora,1679
Novembro,Aurora,119
Abril,Horizonte,993
Abril,Aurora,1352
Maio,Progresso,95
Fevereiro,Progresso,1720
Setembro,Litoral,1099
Fevereiro,Horizonte,1268
Outubro,Planalto,874
Fevereiro,Aurora,842
Outubro,Planalto,244
Setembro,Aurora,768
Marco,Horizonte,173
Outubro,Horizonte,1752
Julho,Progresso,629
Abril,Horizonte,727
Junho,Planalto,167
Abril,Planalto,369
Outubro,Horizonte,1798
Julho,Planalto,1895
Janeiro,Aurora,783
Marco,Litoral,1272
Marco,Progresso,1470
Janeiro,Litoral,1251
Junho,Planalto,1116
Novembro,Progresso,184
Setembro,Litoral,1544
Agosto,Litoral,1757
Novembro,Planalto,1521
Julho,Progresso,1080
Outubro,Progresso,571
Agosto,Litoral,1151
Junho,Progresso,758
Setembro,Progresso,1263
Marco,Aurora,964
Outubro,Planalto,1814
Outubro,Planalto,82
Setembro,Aurora,367
Abril,Litoral,1190
Julho,Horizonte,1151
Setembro,Litoral,1524
Fevereiro,Aurora,1976
Fevereiro,Progresso,1615
Setembro,Aurora,173
Dezembro,Planalto,908
Marco,Progresso,597
Setembro,Litoral,919
Maio,Progresso,423
Junho,Planalto,764
Fevereiro,Aurora,668
Agosto,Litoral,661
Novembro,Horizonte,193
Setembro,Horizonte,642
Fevereiro,Aurora,68
Junho,Litoral,212
Junho,Litoral,1367
Agosto,Progresso,1259
Outubro,Aurora,1257
Dezembro,Progresso,112
Maio,Aurora,225
Setembro,Planalto,1822
Janeiro,Aurora,371
Setembro,Progresso,1063
Outubro,Litoral,1944
Julho,Aurora,240
Abril,Litoral,1932
Marco,Planalto,748
Outubro,Horizonte,1124
Novembro,Horizonte,883
Junho,Progresso,1190
Dezembro,Aurora,1954
Janeiro,Planalto,357
Marco,Planalto,384
Fevereiro,Litoral,423
Novembro,Progresso,370
Setembro,Planalto,1015
Marco,Aurora,719
Fevereiro,Planalto,477
Abril,Horizonte,169
Fevereiro,Progresso,1649
Janeiro,Litoral,1036
Junho,Aurora,1154
Outubro,Horizonte,345
Agosto,Planalto,649
Outubro,Progresso,620
Outubro,Progresso,995
Fevereiro,Aurora,1188
Setembro,Litoral,1415
Marco,Horizonte,1856
Agosto,Litoral,297
Dezembro,Aurora,1438
Agosto,Aurora,1350
Marco,Horizonte,140
Marco,Progresso,1857
Dezembro,Progresso,1322
Junho,Horizonte,96
Janeiro,Litoral,1279
Abril,Horizonte,373
Janeiro,Progresso,933
Marco,Litoral,1929
Setembro,Planalto,638
Maio,Litoral,1334
Dezembro,Progresso,1177
Maio,Aurora,978
Novembro,Litoral,1707
Abril,Litoral,926
Marco,Aurora,534
Maio,Progresso,249
Novembro,Planalto,873
Abril,Planalto,1368
Agosto,Horizonte,1412
Abril,Planalto,315
Novembro,Planalto,1563
Dezembro,Litoral,1240
Agosto,Horizonte,1582
Junho,Planalto,516
Dezembro,Litoral,1232
Novembro,Horizonte,807
Maio,Litoral,1151
Abril,Aurora,1546
Abril,Progresso,1593
Dezembro,Progresso,949
Abril,Progresso,800
Novembro,Planalto,182
Setembro,Progresso,925
Abril,Progresso,311
Dezembro,Horizonte,877
Setembro,Horizonte,1807
Outubro,Horizonte,1561
Junho,Planalto,919
Outubro,Progresso,150
Julho,Planalto,1690
Dezembro,Planalto,1000
Outubro,Planalto,683
Marco,Planalto,1540
Agosto,Planalto,1563
Marco,Planalto,476
Janeiro,Progresso,771
Outubro,Horizonte,304
Dezembro,Litoral,1862
Maio,Litoral,1430
Fevereiro,Litoral,1261
Outubro,Aurora,1372
